Policy_ID,Trip_Type,Destination,Duration_Days,Premium,Coverage_Amount,Medical_Cover,Trip_Cancellation,Baggage_Loss,Claim_Status,No_Claim_Years
T05160,Domestic,Australia,28,8105.78,346040,Yes,No,Yes,No,2
T05161,Domestic,India,26,1065.43,84900,Yes,No,Yes,No,3
T05162,International,Australia,26,880.96,43992,Yes,No,No,No,3
T05163,Domestic,Europe,1,9354.3,399340,Yes,No,No,No,2
T05164,International,Australia,23,9089.02,689780,Yes,No,Yes,No,4
T05165,International,UK,8,7178.99,538200,Yes,No,No,No,2
T05166,International,India,4,7095.78,530817,Yes,No,No,No,4
T05167,Domestic,UK,25,4870.6,149100,Yes,No,Yes,No,1
T05168,International,Singapore,6,1036.27,48555,Yes,No,No,No,2
T05169,Domestic,Europe,28,3014.3,254904,Yes,No,Yes,No,4
T05170,International,USA,19,4271.86,93408,Yes,No,No,No,2
T05171,Domestic,Australia,9,1963.06,110376,Yes,No,No,No,2
T05172,International,UAE,8,3676.56,79720,Yes,No,No,No,4
T05173,Domestic,USA,27,4634.9,286425,No,Yes,No,No,4
T05174,International,Australia,25,4770.0,329130,Yes,No,No,No,0
T05175,Domestic,USA,25,6378.98,305532,Yes,No,No,No,2
T05176,International,USA,29,3711.12,260238,Yes,Yes,No,Yes,3
T05177,Domestic,UK,21,4004.87,271050,Yes,No,No,No,2
T05178,International,India,19,5043.06,147028,Yes,Yes,Yes,No,2
T05179,Domestic,UAE,20,7218.45,273910,Yes,No,No,No,4
T05180,Domestic,USA,9,6881.27,537375,Yes,No,No,Yes,2
T05181,International,Australia,1,2719.9,162486,Yes,No,No,Yes,5
T05182,International,Europe,21,3889.62,299700,Yes,No,No,No,2
T05183,Domestic,USA,16,951.83,43173,Yes,Yes,No,No,5
T05184,Domestic,UAE,2,4527.13,288600,Yes,No,No,No,3
T05185,International,India,5,9151.74,694540,Yes,No,No,No,4
T05186,International,UK,6,3765.73,199971,Yes,Yes,No,No,2
T05187,Domestic,India,26,8505.89,225840,Yes,No,No,No,5
T05188,Domestic,Europe,1,4562.09,312914,Yes,No,Yes,No,5
T05189,International,Singapore,1,1813.27,96288,Yes,No,No,No,5
T05190,International,Australia,16,646.8,29040,Yes,No,No,No,1
T05191,Domestic,UK,20,9921.0,525813,Yes,No,No,Yes,0
T05192,Domestic,India,2,2423.57,200850,Yes,No,No,No,3
T05193,International,Australia,6,4276.66,160308,No,Yes,No,No,2
T05194,Domestic,Singapore,23,1218.14,85767,Yes,Yes,No,No,1
T05195,Domestic,USA,22,8553.32,667950,Yes,No,No,No,2
T05196,International,Europe,17,3028.14,211251,Yes,Yes,No,No,2
T05197,International,Australia,28,6741.59,445849,Yes,No,No,No,4
T05198,International,Singapore,22,1099.46,52448,Yes,No,Yes,No,4
T05199,Domestic,Europe,13,6390.17,318688,Yes,No,Yes,Yes,4
T05200,International,Australia,13,9050.3,230875,Yes,No,Yes,No,1
T05201,Domestic,Singapore,7,5087.24,190692,Yes,No,No,No,2
T05202,Domestic,Australia,17,4825.0,139925,Yes,No,No,Yes,0
T05203,Domestic,UAE,16,7884.37,376965,Yes,No,No,No,3
T05204,International,India,17,7834.6,501146,Yes,Yes,No,No,4
T05205,International,USA,6,1611.38,71627,Yes,No,No,No,4
T05206,International,India,27,958.48,27944,Yes,Yes,Yes,No,2
T05207,Domestic,Singapore,16,9176.62,573300,Yes,Yes,Yes,No,2
T05208,International,India,26,5388.04,346374,Yes,Yes,No,No,1
T05209,International,Europe,27,6636.56,297968,Yes,No,No,No,1
T05210,Domestic,UK,10,7127.14,579525,Yes,Yes,No,No,4
T05211,Domestic,UAE,13,5190.96,248630,Yes,No,No,Yes,2
T05212,Domestic,USA,28,1308.0,49704,Yes,Yes,No,Yes,0
T05213,International,UAE,22,3906.89,298872,Yes,No,No,No,3
T05214,Domestic,UAE,28,6442.36,348816,Yes,Yes,No,No,2
T05215,Domestic,USA,8,975.77,69088,Yes,No,No,No,2
T05216,International,Singapore,12,6680.88,517370,Yes,No,Yes,No,5
T05217,International,USA,7,4057.2,182160,Yes,No,No,No,1
T05218,International,UAE,6,4496.07,324836,Yes,Yes,No,Yes,3
T05219,Domestic,UAE,13,9175.72,696360,Yes,No,No,No,4
T05220,International,India,22,4380.38,255416,Yes,Yes,No,No,2
T05221,International,UAE,18,7990.48,667051,No,No,No,Yes,4
T05222,International,India,5,9069.06,585466,Yes,No,No,No,2
T05223,Domestic,USA,9,6819.07,406615,Yes,Yes,No,Yes,4
T05224,Domestic,Singapore,1,2775.58,230022,No,No,No,No,3
T05225,International,India,23,7905.66,217809,Yes,No,Yes,Yes,1
T05226,Domestic,India,3,2447.1,145600,No,No,No,Yes,3
T05227,Domestic,UK,19,9019.32,339252,Yes,No,No,No,5
T05228,International,USA,20,8947.0,420509,Yes,No,No,Yes,0
T05229,Domestic,Singapore,9,791.84,16968,Yes,No,No,Yes,1
T05230,Domestic,UK,12,4952.55,310458,Yes,No,No,No,3
T05231,Domestic,UAE,27,7689.65,416843,No,No,No,Yes,5
T05232,International,Australia,29,3908.0,164136,Yes,No,Yes,No,0
T05233,International,Singapore,23,8162.4,307020,Yes,Yes,No,No,5
T05234,International,UAE,8,1321.51,28896,Yes,No,No,No,2
T05235,International,UAE,12,4369.82,218400,No,No,No,No,2
T05236,Domestic,Europe,19,5701.16,451213,No,Yes,No,No,4
T05237,Domestic,Singapore,20,1406.3,76055,Yes,Yes,No,No,1
T05238,International,India,19,4751.1,123675,Yes,No,Yes,No,2
T05239,International,USA,17,2420.7,149968,Yes,No,No,No,5
T05240,Domestic,UAE,10,9625.56,481278,No,No,No,No,1
T05241,International,USA,23,7491.12,397800,Yes,No,No,No,2
T05242,Domestic,India,13,5403.23,146450,Yes,No,No,No,4
T05243,International,UAE,13,7108.82,279461,Yes,No,No,No,3
T05244,Domestic,USA,4,1299.62,63405,Yes,No,No,No,4
T05245,Domestic,Singapore,6,2441.0,151342,Yes,No,No,No,0
T05246,International,Singapore,9,2733.3,102456,Yes,No,No,No,2
T05247,International,UK,12,6933.0,332784,Yes,No,No,No,0
T05248,International,UK,12,5002.0,385154,Yes,Yes,No,No,0
T05249,International,Singapore,18,1156.11,81856,Yes,Yes,Yes,No,5
T05250,Domestic,Australia,2,8183.98,425901,Yes,No,No,No,1
T05251,International,USA,11,785.51,53878,Yes,No,No,No,5
T05252,Domestic,UAE,22,6362.65,364375,Yes,No,No,No,2
T05253,International,Singapore,15,4281.0,119868,Yes,Yes,No,No,0
T05254,Domestic,Australia,9,1707.32,128794,No,No,No,No,3
T05255,International,USA,16,9852.0,295560,No,No,No,No,0
T05256,International,Singapore,11,2217.45,58900,Yes,No,No,No,3
T05257,Domestic,UK,23,5763.4,312424,Yes,No,No,No,5
T05258,International,Europe,1,6356.37,421920,Yes,No,No,No,5
T05259,International,Europe,16,5192.04,174834,Yes,No,No,No,1
T05260,International,Singapore,24,6513.0,488475,Yes,No,Yes,No,0
T05261,International,Europe,10,5401.39,462624,Yes,No,No,No,4
T05262,International,Australia,3,2331.21,59317,Yes,No,Yes,No,5
T05263,International,Singapore,1,6916.8,443816,Yes,Yes,No,No,5
T05264,Domestic,USA,13,7132.44,429402,Yes,No,No,No,1
T05265,Domestic,Singapore,14,4491.37,281548,Yes,No,No,No,3
T05266,Domestic,UAE,26,8035.02,204975,Yes,Yes,No,No,1
T05267,Domestic,UK,14,8798.0,237546,Yes,Yes,No,No,0
T05268,Domestic,UK,20,4193.11,161542,Yes,No,No,No,2
T05269,International,Europe,1,7774.44,590935,Yes,No,No,No,2
T05270,Domestic,Australia,22,2055.56,146328,Yes,Yes,No,No,3
T05271,International,USA,7,8036.76,462332,Yes,No,No,Yes,5
T05272,International,USA,3,8753.09,474300,Yes,No,No,Yes,3
T05273,Domestic,Australia,2,4083.91,320778,Yes,No,No,No,5
T05274,International,USA,18,4281.87,127899,Yes,No,No,No,5
T05275,Domestic,Singapore,6,2939.78,186721,No,No,No,No,2
T05276,Domestic,USA,7,1927.56,161792,Yes,No,No,No,3
T05277,Domestic,Europe,13,8183.98,183722,Yes,No,No,Yes,1
T05278,International,USA,13,7868.63,269855,Yes,No,No,No,5
T05279,International,Singapore,11,1073.64,71004,Yes,No,No,Yes,4
T05280,International,Singapore,4,7461.04,541963,Yes,Yes,No,No,4
T05281,International,UAE,10,6425.86,308179,Yes,Yes,No,No,1
T05282,Domestic,UAE,28,7746.97,243571,Yes,No,No,No,4
T05283,Domestic,Europe,3,8276.0,430352,Yes,No,Yes,No,0
T05284,Domestic,Australia,27,6537.16,426688,Yes,No,No,No,5
T05285,Domestic,Singapore,23,8972.88,439488,Yes,No,Yes,No,1
T05286,Domestic,Europe,5,7749.77,214084,Yes,No,No,No,3
T05287,International,India,19,2271.55,70364,Yes,No,No,Yes,5
T05288,International,India,13,8236.9,453870,Yes,No,No,No,1
T05289,Domestic,Singapore,22,5645.23,464362,Yes,No,No,No,2
T05290,Domestic,USA,28,5604.8,381120,Yes,Yes,No,Yes,3
T05291,Domestic,Australia,3,821.14,40185,Yes,No,No,No,2
T05292,International,Europe,19,2580.69,79940,Yes,No,No,No,5
T05293,International,USA,28,8282.49,220000,Yes,No,No,No,3
T05294,International,Singapore,9,1716.53,109799,Yes,No,No,Yes,4
T05295,International,India,9,4180.68,149310,Yes,No,No,No,1
T05296,Domestic,UK,21,3052.54,141834,Yes,No,Yes,Yes,5
T05297,International,UAE,5,2602.0,200354,Yes,No,No,No,0
T05298,Domestic,USA,11,960.96,44924,Yes,No,No,Yes,3
T05299,Domestic,USA,13,3988.77,288184,Yes,No,No,Yes,3
T05300,Domestic,India,25,1945.24,142032,No,Yes,No,No,5
T05301,Domestic,Europe,4,5569.06,394304,Yes,No,No,Yes,5
T05302,Domestic,India,20,5192.88,248722,Yes,Yes,No,No,2
T05303,International,Europe,17,3413.68,266472,Yes,No,No,No,4
T05304,International,Australia,18,9411.92,215600,Yes,No,No,No,2
T05305,International,Australia,13,7975.16,365376,Yes,Yes,No,Yes,2
T05306,International,UK,12,7994.16,632691,No,No,No,No,4
T05307,International,UK,10,3417.0,157182,Yes,No,Yes,No,0
T05308,Domestic,India,6,2023.56,90601,Yes,Yes,Yes,No,2
T05309,Domestic,UK,4,566.64,38350,Yes,Yes,Yes,No,2
T05310,International,India,8,4493.25,100254,Yes,No,No,No,3
T05311,Domestic,India,27,3140.66,132795,No,Yes,No,No,4
T05312,Domestic,Australia,10,2766.54,118566,Yes,Yes,No,No,1
T05313,International,UK,14,4292.0,154512,Yes,Yes,No,No,0
T05314,Domestic,Europe,9,1308.0,34008,Yes,No,No,Yes,0
T05315,Domestic,UAE,12,5727.91,173880,Yes,No,No,No,4
T05316,International,Singapore,28,2791.31,234688,Yes,No,No,No,5
T05317,International,Australia,9,3437.61,121696,Yes,No,No,No,5
T05318,International,Australia,28,1494.61,58756,Yes,No,Yes,No,3
T05319,International,USA,4,8432.14,430032,Yes,Yes,No,No,3
T05320,Domestic,USA,22,6296.09,286692,Yes,No,No,No,4
T05321,International,Singapore,16,7407.18,424980,Yes,Yes,No,No,3
T05322,International,UK,6,9463.0,681336,Yes,No,No,No,0
T05323,International,USA,9,9987.0,239688,No,No,No,No,0
T05324,International,UAE,5,1922.76,84366,No,No,Yes,No,1
T05325,International,India,19,8694.81,692568,Yes,No,No,No,5
T05326,Domestic,Europe,10,6465.8,490700,No,Yes,No,No,4
T05327,International,Singapore,8,5504.05,401170,Yes,No,No,No,2
T05328,International,Singapore,26,6357.27,288353,Yes,Yes,Yes,No,5
T05329,International,India,25,1686.46,138724,Yes,No,Yes,No,2
T05330,Domestic,Australia,22,3867.08,78920,Yes,No,Yes,No,1
T05331,Domestic,UK,20,1732.64,139672,Yes,No,No,Yes,1
T05332,International,India,12,4699.37,219692,No,Yes,No,No,3
T05333,International,Australia,4,2121.7,110415,Yes,Yes,No,No,1
T05334,Domestic,USA,6,3067.4,228490,Yes,No,No,No,1
T05335,International,USA,6,6069.73,360240,Yes,No,No,No,2
T05336,International,Europe,25,3406.17,108570,Yes,No,No,No,3
T05337,International,USA,20,9217.88,592578,Yes,Yes,No,No,1
T05338,International,UAE,23,8105.46,546987,Yes,Yes,No,No,5
T05339,Domestic,USA,5,7339.22,426873,No,Yes,No,No,1
T05340,International,India,29,7960.6,634350,Yes,No,Yes,No,3
T05341,Domestic,Europe,29,8775.41,627924,Yes,No,Yes,No,4
T05342,International,Singapore,5,6464.11,157964,Yes,No,No,No,3
T05343,Domestic,UAE,1,6794.83,360825,Yes,Yes,No,No,2
T05344,International,UK,21,3724.52,218052,Yes,Yes,No,No,4
T05345,Domestic,UK,15,4978.8,192780,No,No,No,No,5
T05346,International,USA,17,8339.0,642103,Yes,Yes,No,No,0
T05347,International,UAE,28,1273.43,44649,No,No,No,No,3
T05348,Domestic,Singapore,5,1769.06,79206,Yes,No,No,No,2
T05349,International,UK,7,564.05,48672,Yes,No,No,No,5
T05350,International,USA,1,8378.79,545040,Yes,No,No,No,4
T05351,International,Australia,26,2342.96,124416,Yes,No,No,No,5
T05352,International,India,26,8870.73,282750,Yes,No,Yes,No,3
T05353,Domestic,USA,28,6307.28,334672,Yes,No,Yes,No,1
T05354,International,USA,12,1891.8,86430,Yes,No,Yes,No,3
T05355,International,India,24,7059.0,508248,Yes,No,No,No,0
T05356,Domestic,UK,29,3949.24,100704,Yes,No,No,Yes,3
T05357,Domestic,UAE,22,5129.29,328099,Yes,No,No,Yes,4
T05358,Domestic,Singapore,25,5185.55,185526,Yes,No,Yes,No,4
T05359,Domestic,USA,8,1933.21,100646,Yes,Yes,No,No,3
T05360,International,Singapore,14,923.29,62062,Yes,Yes,No,No,4
T05361,Domestic,India,12,7555.8,331530,Yes,No,No,No,1
T05362,International,UAE,2,1954.28,166474,No,No,No,No,5
T05363,International,Australia,6,3325.23,91858,Yes,No,No,No,3
T05364,International,India,7,5333.16,391824,Yes,No,No,No,1
T05365,Domestic,Europe,11,2794.02,241098,Yes,No,Yes,No,5
T05366,Domestic,Europe,26,3280.33,210482,Yes,Yes,No,No,5
T05367,Domestic,India,17,2831.22,190674,Yes,No,No,No,1
T05368,Domestic,Europe,24,2600.76,121860,No,Yes,No,No,2
T05369,Domestic,Singapore,29,3303.58,143910,Yes,No,No,No,3
T05370,International,India,17,1068.43,80376,Yes,No,No,Yes,5
T05371,International,Europe,20,6109.6,500166,Yes,No,No,No,5
T05372,International,UAE,17,6919.61,337590,Yes,Yes,Yes,No,4
T05373,Domestic,Australia,23,2897.07,192300,Yes,Yes,No,No,5
T05374,International,Europe,1,7759.64,522588,Yes,No,No,No,1
T05375,International,Australia,8,8421.83,549703,Yes,No,No,Yes,5
T05376,International,Europe,17,7523.77,454372,Yes,No,No,Yes,2
T05377,Domestic,Europe,18,864.01,27540,Yes,No,No,No,3
T05378,Domestic,Australia,20,3066.4,247608,Yes,No,No,No,3
T05379,International,Australia,13,6798.39,481344,Yes,No,Yes,No,5
T05380,Domestic,USA,19,1886.0,118818,Yes,No,No,No,0
T05381,International,India,24,4179.0,296709,No,No,No,No,0
T05382,Domestic,India,15,7731.22,583786,Yes,Yes,No,No,1
T05383,International,UK,28,6278.0,420626,Yes,No,No,No,0
T05384,International,India,20,6257.3,280940,Yes,No,Yes,No,1
T05385,International,UK,3,475.02,24720,Yes,No,No,No,4
T05386,International,India,14,5543.86,118797,Yes,Yes,Yes,No,1
T05387,International,Europe,29,7604.0,479052,Yes,No,No,Yes,0
T05388,International,Singapore,15,6361.79,365976,No,No,No,No,5
T05389,Domestic,India,9,3381.4,76986,Yes,No,No,No,4
T05390,Domestic,Australia,9,4420.0,167960,Yes,No,No,Yes,0
T05391,Domestic,UAE,21,8820.0,396000,Yes,No,No,No,1
T05392,Domestic,Australia,29,8436.15,456768,Yes,Yes,No,Yes,2
T05393,International,USA,10,2882.87,88827,Yes,No,Yes,No,3
T05394,International,UAE,29,6237.0,305613,Yes,No,No,No,0
T05395,International,Europe,16,3145.8,231120,Yes,Yes,No,No,1
T05396,International,USA,3,9062.27,501075,Yes,Yes,No,No,4
T05397,International,UK,28,612.0,37332,Yes,No,No,No,0
T05398,International,Europe,8,1281.0,26901,Yes,Yes,No,No,0
T05399,International,India,20,2774.63,159192,No,Yes,No,No,3
T05400,International,UAE,14,7546.98,207927,Yes,Yes,Yes,No,1
T05401,Domestic,USA,22,4654.1,363450,Yes,No,No,No,2
T05402,International,UK,23,3136.05,105400,Yes,No,Yes,Yes,4
T05403,International,India,5,6276.9,499590,Yes,No,Yes,No,1
T05404,International,Australia,12,4812.92,297426,No,No,No,No,4
T05405,Domestic,Singapore,9,7760.0,504400,Yes,No,No,Yes,0
T05406,Domestic,USA,26,7647.18,617500,Yes,No,No,Yes,3
T05407,International,Singapore,29,1951.09,114015,Yes,No,No,No,3
T05408,Domestic,Australia,20,2780.46,95356,Yes,Yes,Yes,No,5
T05409,Domestic,UK,2,1241.8,62064,No,No,No,Yes,2
T05410,International,USA,3,3378.88,122060,Yes,Yes,No,No,3
T05411,Domestic,Europe,12,5830.0,326480,Yes,No,No,No,0
T05412,International,UAE,9,5791.21,458280,Yes,No,No,No,2
T05413,International,Australia,24,623.28,36888,Yes,Yes,No,No,1
T05414,International,India,24,2288.04,92378,No,Yes,No,No,3
T05415,Domestic,Singapore,7,1494.38,31120,Yes,No,No,No,2
T05416,Domestic,Australia,25,804.0,57084,Yes,No,No,No,0
T05417,International,Australia,20,2199.24,109485,Yes,No,No,No,5
T05418,International,Europe,5,8156.5,610167,Yes,No,No,No,4
T05419,Domestic,Europe,19,6376.33,241955,Yes,No,No,Yes,4
T05420,International,UK,10,9761.0,302591,Yes,No,No,Yes,0
T05421,International,Singapore,18,6369.0,496782,Yes,Yes,No,No,0
T05422,International,Singapore,14,2249.66,63414,Yes,No,No,No,4
T05423,International,India,17,7160.86,499086,No,Yes,No,No,5
T05424,International,Singapore,1,4405.35,261459,Yes,No,No,No,2
T05425,Domestic,Singapore,18,8365.88,507920,Yes,Yes,No,Yes,4
T05426,International,Europe,2,3776.0,162368,No,No,No,No,0
T05427,International,India,27,3476.76,96044,Yes,No,No,Yes,3
T05428,International,USA,28,2920.4,178800,Yes,No,No,No,1
T05429,International,UK,15,3028.13,167500,No,No,Yes,No,5
T05430,International,Europe,6,6717.04,453291,Yes,No,Yes,No,5
T05431,Domestic,Europe,13,1100.25,23380,Yes,Yes,No,No,3
T05432,International,UAE,7,7181.29,198380,Yes,Yes,No,No,3
T05433,Domestic,Singapore,11,3339.0,100170,Yes,Yes,Yes,No,0
T05434,Domestic,UAE,18,3259.65,272118,Yes,Yes,No,No,4
T05435,International,Australia,28,8234.47,540162,Yes,No,No,No,2
T05436,International,Australia,25,6872.51,410562,Yes,No,Yes,No,5
T05437,International,Europe,7,7315.43,558417,Yes,Yes,No,No,5
T05438,International,Australia,11,5867.39,224424,Yes,Yes,No,No,3
T05439,International,Europe,22,2849.2,139005,Yes,No,No,Yes,4
T05440,Domestic,Australia,21,4399.38,175212,Yes,No,No,No,5
T05441,Domestic,Europe,10,6452.93,134380,Yes,No,No,No,2
T05442,Domestic,UAE,25,3009.93,223860,Yes,Yes,No,No,3
T05443,International,Europe,2,8705.07,697928,No,Yes,No,No,2
T05444,Domestic,USA,3,2976.48,129080,Yes,No,No,Yes,4
T05445,Domestic,UK,19,8450.76,486148,Yes,No,No,No,5
T05446,International,UAE,5,9771.58,448695,Yes,Yes,No,No,1
T05447,Domestic,UAE,29,4059.51,184131,Yes,No,No,No,5
T05448,Domestic,Singapore,9,7458.27,380042,No,Yes,Yes,No,4
T05449,Domestic,Australia,28,7735.75,213950,Yes,No,No,No,5
T05450,International,UAE,28,3155.59,153604,No,No,No,No,5
T05451,Domestic,USA,12,5435.0,119570,Yes,No,Yes,No,0
T05452,Domestic,India,4,4661.52,335205,No,Yes,Yes,No,5
T05453,International,USA,16,3080.56,204480,No,Yes,No,Yes,5
T05454,International,USA,22,7824.38,619172,Yes,Yes,No,No,2
T05455,International,India,19,9382.52,201054,Yes,No,Yes,Yes,1
T05456,Domestic,USA,15,4175.82,317404,Yes,Yes,No,No,2
T05457,Domestic,USA,4,8013.58,600768,Yes,Yes,No,No,2
T05458,International,India,2,7369.53,548100,Yes,No,No,No,3
T05459,Domestic,India,25,9590.0,335650,Yes,Yes,No,No,0
T05460,Domestic,UAE,21,3079.04,221214,Yes,No,No,No,2
T05461,Domestic,USA,10,8021.84,330486,Yes,No,No,No,4
T05462,Domestic,UAE,21,5672.56,356700,No,No,Yes,No,4
T05463,International,USA,8,643.59,22072,Yes,Yes,No,No,5
T05464,International,USA,6,7120.12,302600,Yes,No,No,Yes,3
T05465,International,India,11,3052.0,155652,Yes,Yes,No,No,0
T05466,International,India,7,4763.0,233387,Yes,No,No,No,0
T05467,International,UAE,2,4384.92,363825,Yes,No,No,No,5
T05468,International,Europe,20,9202.47,279356,No,No,No,No,4
T05469,Domestic,UK,11,3153.64,106194,Yes,No,No,No,1
T05470,Domestic,Singapore,18,6650.46,402762,Yes,No,No,Yes,3
T05471,Domestic,USA,12,7021.66,302952,Yes,Yes,Yes,No,5
T05472,Domestic,USA,2,7290.47,263364,Yes,No,No,No,3
T05473,Domestic,Singapore,27,2871.33,99616,Yes,No,Yes,No,4
T05474,International,India,9,5583.09,375286,Yes,Yes,No,No,4
T05475,International,UK,5,9698.08,573968,Yes,No,No,No,1
T05476,Domestic,UAE,17,5334.14,424554,Yes,Yes,Yes,No,1
T05477,Domestic,UAE,7,2694.0,142782,Yes,No,No,No,0
T05478,International,Europe,18,3649.94,267582,Yes,No,No,No,3
T05479,International,UAE,20,9193.56,664224,Yes,No,No,No,3
T05480,Domestic,Australia,2,3222.75,146748,Yes,No,Yes,No,4
T05481,International,USA,25,1034.0,23782,Yes,No,No,Yes,0
T05482,Domestic,UK,10,6744.15,276057,Yes,Yes,No,No,5
T05483,Domestic,Australia,20,2648.51,126630,Yes,No,No,Yes,3
T05484,Domestic,Australia,9,4346.0,195570,Yes,Yes,No,Yes,0
T05485,Domestic,USA,17,8334.0,341694,Yes,No,No,No,0
T05486,International,India,14,8209.08,498400,Yes,No,No,No,4
T05487,Domestic,Europe,9,2001.0,100050,Yes,Yes,Yes,No,0
T05488,Domestic,USA,12,7557.76,424160,Yes,Yes,No,No,1
T05489,Domestic,USA,28,7415.66,287546,No,No,Yes,No,1
T05490,International,USA,19,948.88,39520,Yes,Yes,No,No,2
T05491,International,USA,23,6067.34,302588,No,No,No,No,4
T05492,International,UK,24,6736.02,268272,Yes,No,Yes,No,5
T05493,Domestic,UK,24,2187.79,157182,Yes,No,No,Yes,2
T05494,International,Australia,2,891.8,58240,No,Yes,Yes,Yes,1
T05495,Domestic,UK,19,9233.29,721050,No,No,No,No,2
T05496,International,UK,1,1398.31,34868,Yes,No,No,No,4
T05497,International,Europe,28,3889.63,244586,Yes,No,No,No,4
T05498,International,USA,6,4841.0,377598,Yes,Yes,No,No,0
T05499,International,India,18,5560.56,277676,No,No,Yes,No,3
T05500,International,Australia,26,1764.0,86436,Yes,No,No,No,0
T05501,Domestic,USA,22,3395.24,106749,Yes,No,No,No,4
T05502,International,UAE,2,8128.12,572286,Yes,No,No,No,1
T05503,Domestic,Europe,28,1048.55,88160,Yes,Yes,Yes,Yes,5
T05504,International,Australia,22,5905.48,277196,Yes,Yes,No,No,1
T05505,International,USA,7,1813.0,97902,No,No,No,No,0
T05506,International,Singapore,25,8975.03,228367,Yes,No,No,No,5
T05507,Domestic,Singapore,25,2786.47,199386,Yes,Yes,No,No,4
T05508,Domestic,Australia,22,9760.8,358560,Yes,No,No,No,1
T05509,International,Europe,7,6882.71,589498,Yes,No,Yes,No,4
T05510,International,Europe,11,1993.15,167580,Yes,No,No,No,5
T05511,Domestic,Europe,16,3574.1,146298,Yes,No,Yes,No,5
T05512,Domestic,UK,23,5532.1,141125,Yes,No,No,No,1
T05513,Domestic,UAE,29,7158.5,434616,No,No,No,Yes,4
T05514,Domestic,Europe,27,5721.1,464646,Yes,Yes,No,No,2
T05515,International,UAE,24,2882.4,71875,Yes,Yes,No,No,4
T05516,Domestic,Europe,14,5585.33,352203,Yes,No,No,No,5
T05517,International,UK,14,9136.06,416010,Yes,No,No,No,4
T05518,International,Australia,19,1851.0,112911,Yes,Yes,No,No,0
T05519,International,Europe,22,1691.26,59874,Yes,Yes,Yes,No,2
T05520,International,Australia,21,8012.37,204312,Yes,No,No,No,3
T05521,International,Singapore,17,2522.0,73138,Yes,No,No,No,0
T05522,Domestic,Australia,24,1218.84,84175,Yes,No,No,No,3
T05523,Domestic,Australia,9,934.92,51516,Yes,Yes,No,Yes,1
T05524,International,Australia,21,7074.94,571292,No,No,Yes,No,3
T05525,Domestic,Europe,8,6937.13,383571,Yes,Yes,No,No,4
T05526,Domestic,Singapore,1,1669.67,85152,Yes,No,Yes,Yes,3
T05527,Domestic,Australia,17,3062.48,166012,Yes,Yes,No,No,5
T05528,International,Australia,27,3341.0,193778,No,No,No,No,0
T05529,International,India,22,2896.0,144800,Yes,No,No,No,0
T05530,Domestic,Singapore,4,6444.34,445055,Yes,No,No,Yes,3
T05531,International,UK,3,5885.0,247170,Yes,Yes,No,No,0
T05532,International,India,23,965.39,34176,Yes,No,No,No,5
T05533,International,UAE,1,2847.0,105339,Yes,No,Yes,Yes,0
T05534,International,Australia,19,9263.21,521626,Yes,Yes,No,No,3
T05535,International,UK,3,3331.63,156105,No,No,No,No,2
T05536,Domestic,UAE,8,5555.91,457015,Yes,Yes,Yes,No,2
T05537,Domestic,Australia,9,5388.04,307888,Yes,No,No,No,1
T05538,International,UK,29,2629.0,199804,Yes,Yes,No,No,0
T05539,Domestic,Singapore,21,3736.53,218350,Yes,No,No,Yes,3
T05540,Domestic,Australia,12,5342.0,288468,Yes,Yes,No,No,0
T05541,Domestic,USA,12,7458.27,420472,No,No,No,No,4
T05542,International,UK,22,5884.52,240870,Yes,Yes,No,No,5
T05543,Domestic,Europe,1,6554.0,439118,Yes,Yes,No,No,0
T05544,Domestic,USA,28,5217.0,193029,Yes,No,No,No,0
T05545,Domestic,USA,20,9030.64,639404,No,No,No,No,2
T05546,International,UAE,17,7510.68,506849,Yes,No,No,No,5
T05547,International,Singapore,2,3977.48,207074,Yes,No,No,Yes,3
T05548,International,Europe,10,775.0,31000,Yes,No,No,No,0
T05549,International,Singapore,4,578.16,26488,Yes,No,No,No,2
T05550,International,India,6,5543.86,446903,Yes,Yes,No,No,1
T05551,International,Singapore,5,6875.22,479178,Yes,No,No,No,5
T05552,International,Europe,20,2194.51,111965,Yes,Yes,No,No,2
T05553,International,India,23,5291.8,308560,No,No,No,No,2
T05554,International,India,26,519.58,24345,Yes,No,No,Yes,2
T05555,International,Singapore,10,9093.0,718347,Yes,Yes,No,No,0
T05556,International,Australia,24,9640.0,404880,Yes,No,No,No,0
T05557,Domestic,Australia,15,4518.78,318159,Yes,No,No,No,1
T05558,International,USA,24,6653.04,418354,Yes,No,No,No,4
T05559,International,UAE,15,3117.6,246740,Yes,No,No,No,4
T05560,Domestic,India,24,8905.46,424820,Yes,No,No,Yes,4
T05561,International,UK,10,8302.51,211255,Yes,No,No,No,5
T05562,Domestic,USA,25,6726.98,260470,Yes,No,Yes,No,5
T05563,Domestic,UK,19,5755.54,199682,Yes,No,Yes,No,1
T05564,Domestic,Europe,1,2358.33,73052,Yes,No,No,No,5
T05565,International,India,4,7154.81,473177,Yes,No,No,Yes,4
T05566,Domestic,Australia,7,957.42,20760,Yes,No,No,No,4
T05567,Domestic,Australia,14,1650.93,108297,Yes,Yes,No,No,2
T05568,International,UAE,19,7667.96,636225,Yes,No,No,No,5
T05569,International,UAE,9,1232.0,88704,Yes,No,No,No,0
T05570,Domestic,UAE,25,705.0,23970,Yes,No,No,No,0
