Policy_ID,Sub_Type,Business_Type,Employees,Annual_Premium,Coverage_Amount,Risk_Level,Claim_Status,No_Claim_Years
B05959,Professional Indemnity,Manufacturing,186,165851.0,7131593,High,Yes,0
B05960,Professional Indemnity,IT,143,35083.41,1351610,High,No,2
B05961,Professional Indemnity,Construction,369,30087.96,1135974,Low,No,1
B05962,Professional Indemnity,Healthcare,308,134476.17,2660399,Medium,No,2
B05963,Workers Compensation,Healthcare,10,153094.67,6639200,Medium,No,4
B05964,Workers Compensation,IT,359,85856.88,2860704,High,No,2
B05965,Liability,Construction,279,162579.06,7797159,Medium,Yes,1
B05966,Liability,IT,196,129958.5,2875440,Medium,Yes,5
B05967,Professional Indemnity,IT,53,121951.0,3536579,Low,Yes,0
B05968,Liability,Manufacturing,417,153821.83,4576124,Medium,Yes,3
B05969,Professional Indemnity,Retail,185,151925.68,2372850,Medium,Yes,2
B05970,Workers Compensation,IT,436,62792.52,2691108,High,No,1
B05971,Liability,Manufacturing,244,168358.54,8586144,Low,No,3
B05972,Liability,Healthcare,231,143971.32,3212307,Low,No,3
B05973,Workers Compensation,IT,496,46948.54,1476100,Medium,No,4
B05974,Workers Compensation,Retail,430,126593.15,6456144,Low,No,3
B05975,Workers Compensation,Manufacturing,45,112787.62,1497312,Medium,Yes,5
B05976,Liability,Manufacturing,348,56310.8,1321580,Medium,No,1
B05977,Liability,Retail,357,38393.46,1332018,Medium,Yes,1
B05978,Professional Indemnity,IT,318,82924.78,2676664,Medium,No,2
B05979,Liability,Retail,143,85879.93,894210,Medium,No,2
B05980,Professional Indemnity,Construction,373,145594.72,6973508,Medium,No,2
B05981,Liability,Manufacturing,411,162916.36,5046524,Medium,No,5
B05982,Professional Indemnity,Construction,121,93181.77,3465140,Medium,No,3
B05983,Professional Indemnity,Construction,496,126313.61,2147296,Medium,No,3
B05984,Professional Indemnity,Retail,149,68465.54,2894892,Low,No,4
B05985,Professional Indemnity,Healthcare,265,134385.0,4906077,Medium,No,5
B05986,Liability,Retail,201,128550.5,4015530,High,No,2
B05987,Professional Indemnity,IT,243,162004.0,1782044,Low,Yes,0
B05988,Workers Compensation,Construction,126,29197.56,791375,Medium,No,4
B05989,Liability,Healthcare,204,144035.0,2592630,Medium,No,0
B05990,Professional Indemnity,Manufacturing,313,130731.57,5556000,High,No,3
B05991,Workers Compensation,Construction,282,160623.96,8010578,Medium,Yes,4
B05992,Liability,Construction,277,97411.3,4013180,High,No,4
B05993,Professional Indemnity,IT,369,167614.3,4446910,Medium,No,1
B05994,Liability,Manufacturing,296,140279.02,4024188,High,No,3
B05995,Workers Compensation,Construction,281,150140.83,7178490,High,No,3
B05996,Workers Compensation,Manufacturing,335,136501.08,3624240,Medium,No,5
B05997,Professional Indemnity,IT,241,103807.0,1800704,Medium,Yes,4
B05998,Workers Compensation,Manufacturing,402,180028.38,3442986,Medium,No,3
B05999,Liability,Manufacturing,236,82185.77,4009635,High,No,4
B06000,Liability,Healthcare,230,170474.04,5280632,Medium,No,5
B06001,Workers Compensation,Retail,283,73862.98,3350274,Medium,No,5
B06002,Liability,Retail,44,115679.2,4839640,Medium,Yes,1
B06003,Liability,Construction,487,156481.6,7295036,High,No,4
B06004,Professional Indemnity,Manufacturing,41,25801.84,1315872,Medium,No,3
B06005,Professional Indemnity,Construction,286,133395.14,6236120,Medium,No,3
B06006,Workers Compensation,Retail,233,178148.03,2510846,Medium,No,4
B06007,Workers Compensation,Manufacturing,84,81250.49,1409424,Low,No,4
B06008,Workers Compensation,Construction,165,108393.02,2937900,Medium,No,4
B06009,Liability,Retail,34,36355.94,378550,Medium,No,2
B06010,Liability,Healthcare,168,156087.28,2653440,Medium,No,3
B06011,Workers Compensation,Healthcare,448,152126.25,8246504,Medium,No,5
B06012,Workers Compensation,Manufacturing,24,95161.1,4347601,Medium,Yes,3
B06013,Workers Compensation,Manufacturing,255,111197.03,4747062,High,No,2
B06014,Workers Compensation,Manufacturing,303,70140.56,3574068,High,No,4
B06015,Professional Indemnity,Healthcare,482,69248.76,2614494,Medium,No,1
B06016,Professional Indemnity,Healthcare,202,76039.11,2473170,Medium,No,4
B06017,Liability,Manufacturing,113,53559.15,2438814,Low,No,4
B06018,Liability,Retail,159,162525.61,4907583,High,Yes,2
B06019,Workers Compensation,Construction,278,141527.04,5413320,Medium,Yes,3
B06020,Professional Indemnity,Retail,283,35349.76,1533000,Low,Yes,4
B06021,Liability,Manufacturing,20,29802.84,823290,Medium,No,3
B06022,Liability,Retail,240,110974.0,4327986,Medium,No,0
B06023,Liability,Construction,384,135466.99,2397856,Medium,No,5
B06024,Workers Compensation,Manufacturing,317,84825.87,2884032,Medium,No,3
B06025,Workers Compensation,Healthcare,271,147864.36,6186162,Medium,No,1
B06026,Liability,IT,406,22669.43,1178713,Medium,Yes,5
B06027,Workers Compensation,Construction,76,74436.88,2886328,Medium,No,1
B06028,Liability,Manufacturing,142,25512.7,553200,Medium,Yes,4
B06029,Liability,IT,337,142403.68,2205560,Low,Yes,5
B06030,Liability,Retail,358,138029.57,6306122,Medium,No,3
B06031,Liability,Construction,320,66833.19,2735669,Low,No,5
B06032,Workers Compensation,Healthcare,354,171149.1,2597756,Medium,No,4
B06033,Liability,Manufacturing,226,105812.07,3195075,Low,No,2
B06034,Liability,Manufacturing,235,149200.1,5480820,Low,No,1
B06035,Liability,IT,68,115464.81,1627379,Medium,Yes,4
B06036,Liability,Manufacturing,272,142118.07,3995406,Medium,No,2
B06037,Professional Indemnity,Healthcare,130,179383.08,4167450,Low,No,5
B06038,Workers Compensation,Manufacturing,365,32231.1,1675879,Low,Yes,5
B06039,Professional Indemnity,Construction,212,85454.64,2872057,Medium,Yes,4
B06040,Liability,Retail,495,136508.61,2030532,High,No,3
B06041,Liability,Retail,276,173922.5,7119133,Medium,No,5
B06042,Professional Indemnity,IT,405,168379.25,8229400,Medium,Yes,3
B06043,Professional Indemnity,Healthcare,250,187374.39,5972460,Medium,No,3
B06044,Professional Indemnity,Manufacturing,127,33503.61,1673059,Medium,No,3
B06045,Professional Indemnity,Healthcare,215,106559.0,3090211,Low,Yes,0
B06046,Professional Indemnity,IT,383,24021.52,1075516,Low,Yes,2
B06047,Liability,Healthcare,346,124028.94,2582860,Low,Yes,2
B06048,Professional Indemnity,Manufacturing,258,58071.49,1349124,Medium,No,5
B06049,Professional Indemnity,Retail,43,171086.9,9085056,Medium,No,5
B06050,Workers Compensation,IT,92,25660.66,272640,Low,No,3
B06051,Professional Indemnity,Manufacturing,391,129833.0,4414322,Low,No,0
B06052,Workers Compensation,Manufacturing,445,170575.99,8336764,Medium,No,3
B06053,Workers Compensation,IT,486,163904.0,4917120,Medium,Yes,0
B06054,Professional Indemnity,IT,108,40234.08,769464,Medium,No,3
B06055,Professional Indemnity,Healthcare,80,157309.6,5618200,Medium,No,1
B06056,Liability,Construction,122,122308.9,4368175,Medium,No,1
B06057,Professional Indemnity,Construction,292,51429.4,1393950,Low,Yes,4
B06058,Liability,IT,81,29272.95,808652,Medium,No,3
B06059,Professional Indemnity,IT,26,55923.77,928020,Low,No,5
B06060,Professional Indemnity,IT,134,104027.65,5199216,Medium,Yes,2
B06061,Liability,Construction,286,93722.75,2133831,Low,No,4
B06062,Liability,IT,268,99451.17,4070814,High,No,5
B06063,Workers Compensation,IT,264,45570.0,1720500,Medium,No,1
B06064,Liability,Retail,358,171766.6,7117461,Medium,Yes,3
B06065,Liability,Healthcare,196,23881.96,1061572,Low,No,4
B06066,Professional Indemnity,Retail,280,39191.23,1707240,Medium,No,3
B06067,Professional Indemnity,Healthcare,351,104314.14,3938391,Medium,No,1
B06068,Liability,Retail,350,102953.81,3348570,Medium,No,4
B06069,Workers Compensation,Construction,224,179517.38,8059964,Medium,No,1
B06070,Liability,Healthcare,373,52118.0,2553782,Low,No,0
B06071,Liability,Retail,383,88818.38,3353347,Low,No,1
B06072,Professional Indemnity,Retail,19,141213.62,3600888,High,Yes,3
B06073,Liability,Manufacturing,299,31493.44,1180512,Low,No,2
B06074,Liability,Manufacturing,36,110128.48,4045536,Medium,No,1
B06075,Workers Compensation,Healthcare,329,169521.31,5626200,Medium,No,5
B06076,Liability,Manufacturing,374,122851.49,6267933,Medium,No,2
B06077,Liability,Manufacturing,436,131528.0,6444872,Medium,No,0
B06078,Professional Indemnity,Manufacturing,486,48773.91,1216217,High,No,4
B06079,Workers Compensation,Healthcare,382,51062.3,1051840,Medium,No,4
B06080,Professional Indemnity,Retail,421,121816.18,4439365,Medium,No,2
B06081,Workers Compensation,IT,474,136338.93,3990978,Medium,No,4
B06082,Workers Compensation,Retail,413,159533.22,7325505,Medium,No,1
B06083,Professional Indemnity,Retail,419,115871.3,3378172,Medium,Yes,2
B06084,Professional Indemnity,Construction,402,78292.12,2828256,Low,No,3
B06085,Liability,Construction,48,113089.06,5539056,Low,No,1
B06086,Liability,Retail,415,160204.52,4904220,Medium,Yes,1
B06087,Workers Compensation,IT,460,62813.1,2051040,Low,No,1
B06088,Liability,Construction,498,157753.19,5698740,Medium,No,3
B06089,Liability,Construction,211,37356.0,1494240,Low,No,0
B06090,Professional Indemnity,Construction,260,96874.1,3322301,Medium,No,5
B06091,Liability,Healthcare,219,133298.8,2456806,Medium,No,4
B06092,Liability,IT,72,169720.93,6538603,Low,Yes,2
B06093,Professional Indemnity,Manufacturing,284,100659.0,2818452,High,Yes,0
B06094,Liability,Retail,460,116157.5,5321668,Low,No,2
B06095,Liability,Manufacturing,10,156583.99,6960283,Medium,Yes,4
B06096,Liability,IT,218,87249.44,3986143,Medium,No,3
B06097,Professional Indemnity,Construction,406,179038.16,8951908,Medium,No,1
B06098,Professional Indemnity,Manufacturing,31,185693.34,7579320,Medium,Yes,1
B06099,Professional Indemnity,Healthcare,418,50725.54,1239585,High,Yes,3
B06100,Professional Indemnity,Retail,184,80987.0,3401454,Medium,No,0
B06101,Professional Indemnity,Construction,424,132606.0,3580362,Medium,No,0
B06102,Professional Indemnity,IT,196,134461.76,5880252,Medium,No,2
B06103,Workers Compensation,IT,246,111958.55,2379080,Medium,Yes,3
B06104,Workers Compensation,Manufacturing,399,55874.0,1340976,Low,Yes,0
B06105,Professional Indemnity,Healthcare,99,157266.59,1670930,High,No,3
B06106,Liability,Healthcare,133,117595.48,2422367,High,No,4
B06107,Liability,IT,442,120573.32,5167428,High,No,1
B06108,Liability,Manufacturing,110,99481.76,2740824,High,No,1
B06109,Workers Compensation,Healthcare,44,103304.74,4216520,Medium,No,1
B06110,Professional Indemnity,Construction,171,62854.68,1135294,High,Yes,3
B06111,Liability,Construction,236,43445.42,969360,Medium,No,3
B06112,Liability,IT,176,149076.17,4501467,Medium,No,2
B06113,Workers Compensation,Manufacturing,294,57993.46,2012018,Medium,No,1
B06114,Liability,Retail,109,21513.92,380817,Medium,No,2
B06115,Workers Compensation,Manufacturing,272,126554.26,1549644,Medium,No,1
B06116,Liability,Healthcare,61,162719.61,3896867,Medium,No,2
B06117,Liability,Healthcare,212,30020.18,1031514,Medium,Yes,2
B06118,Professional Indemnity,Construction,141,79641.88,1813245,Medium,No,4
B06119,Professional Indemnity,Manufacturing,297,130669.14,1632684,High,Yes,2
B06120,Professional Indemnity,Manufacturing,109,29452.72,1189134,High,No,3
B06121,Professional Indemnity,IT,368,190882.38,6161343,High,Yes,2
B06122,Liability,Healthcare,463,137402.86,6309315,Medium,Yes,1
B06123,Liability,Manufacturing,288,155255.38,4364739,Medium,No,2
B06124,Workers Compensation,Manufacturing,191,161784.0,7280280,Medium,Yes,0
B06125,Workers Compensation,Healthcare,320,61881.51,753049,Low,No,5
B06126,Professional Indemnity,Manufacturing,291,111018.32,5097780,High,No,1
B06127,Professional Indemnity,IT,120,25664.0,923904,Medium,No,0
B06128,Professional Indemnity,Construction,295,114581.6,1636880,Low,No,1
B06129,Liability,Manufacturing,401,83975.97,3747366,Medium,No,3
B06130,Liability,IT,459,132481.34,2931260,Medium,Yes,5
B06131,Liability,Healthcare,319,98588.83,2508564,Medium,No,5
B06132,Liability,Retail,98,19605.97,437451,Medium,No,3
B06133,Workers Compensation,IT,457,168740.32,5413604,Medium,No,5
B06134,Professional Indemnity,IT,365,86532.25,4229194,High,No,3
B06135,Professional Indemnity,IT,267,126944.0,3173600,Low,No,0
B06136,Liability,Manufacturing,342,47034.32,1529790,Medium,Yes,4
B06137,Workers Compensation,Retail,402,69161.54,3387504,Low,No,1
B06138,Professional Indemnity,Healthcare,117,58932.74,1502760,Medium,Yes,3
B06139,Workers Compensation,IT,486,97703.06,4087577,Medium,No,1
B06140,Liability,Manufacturing,154,49014.0,1617462,Low,No,0
B06141,Liability,IT,28,77241.88,1423631,High,No,4
B06142,Professional Indemnity,IT,229,75259.0,3160878,Medium,No,0
B06143,Liability,IT,366,140982.72,3899200,Medium,No,5
B06144,Workers Compensation,Healthcare,497,38198.44,701604,Medium,No,1
B06145,Liability,IT,92,129355.68,5749963,High,No,4
B06146,Workers Compensation,Manufacturing,418,57149.49,1959944,High,No,5
B06147,Liability,Manufacturing,363,145241.62,1732126,Low,No,4
B06148,Workers Compensation,Healthcare,181,151740.28,6546891,Low,No,5
B06149,Workers Compensation,Manufacturing,242,146414.0,7174286,High,No,0
B06150,Liability,Construction,292,126563.97,3496272,Low,No,3
B06151,Liability,Healthcare,353,77960.96,3818496,High,No,1
B06152,Professional Indemnity,Healthcare,248,121668.27,5700825,Medium,Yes,2
B06153,Professional Indemnity,Construction,268,166139.6,4151760,Medium,Yes,2
B06154,Workers Compensation,Healthcare,28,132375.0,3838875,Medium,No,0
B06155,Workers Compensation,Manufacturing,8,175357.28,5010208,Medium,No,1
B06156,Professional Indemnity,Construction,452,36282.54,1184736,Medium,No,1
B06157,Professional Indemnity,Healthcare,88,23641.0,354615,Medium,No,0
B06158,Workers Compensation,Retail,89,180999.14,5910176,High,No,1
B06159,Workers Compensation,IT,101,124569.58,3308825,Medium,No,3
B06160,Professional Indemnity,IT,339,41728.0,1710848,Low,No,0
B06161,Professional Indemnity,IT,220,122488.61,6116674,Low,No,3
B06162,Professional Indemnity,Construction,451,42334.04,1771118,Low,Yes,1
B06163,Workers Compensation,Manufacturing,311,190545.0,5335260,Medium,Yes,0
B06164,Professional Indemnity,Retail,307,184026.36,4506768,Low,No,1
B06165,Liability,Retail,466,45387.0,1724706,Medium,No,0
B06166,Liability,Healthcare,386,63636.3,2857140,Medium,No,1
B06167,Liability,Retail,242,178729.54,5886807,High,No,3
B06168,Workers Compensation,Healthcare,158,180248.62,2681154,Low,Yes,3
B06169,Professional Indemnity,Retail,116,135939.72,3190422,Medium,No,1
B06170,Professional Indemnity,Manufacturing,54,198230.0,1982300,Medium,No,0
B06171,Workers Compensation,Manufacturing,50,48429.13,2117892,Medium,No,2
B06172,Liability,Retail,324,76873.74,2286956,High,No,3
B06173,Workers Compensation,Retail,14,78614.94,2088175,Low,No,3
B06174,Professional Indemnity,Healthcare,422,36896.24,1673538,High,No,5
B06175,Professional Indemnity,Construction,165,146749.12,5653600,Medium,No,2
B06176,Liability,Construction,418,29892.94,1433641,Medium,No,1
B06177,Professional Indemnity,Construction,356,71075.0,2487625,High,Yes,0
B06178,Workers Compensation,IT,173,157850.78,2095548,High,No,5
B06179,Professional Indemnity,Retail,330,149920.4,6425160,Medium,No,1
B06180,Professional Indemnity,Construction,25,55566.23,602430,Medium,No,4
B06181,Workers Compensation,Manufacturing,243,179738.5,5920039,Low,No,3
B06182,Liability,Construction,480,19045.06,495552,High,No,4
B06183,Liability,Manufacturing,283,169457.85,8102070,High,No,3
B06184,Liability,Healthcare,447,150066.48,4783290,Medium,Yes,3
B06185,Professional Indemnity,Manufacturing,405,133123.55,1587608,Medium,Yes,4
B06186,Workers Compensation,Healthcare,133,29195.72,443142,Low,No,4
B06187,Professional Indemnity,Construction,328,22924.16,1005856,Medium,No,1
B06188,Liability,Retail,149,136090.7,4667236,Low,No,5
B06189,Professional Indemnity,Construction,44,73385.71,3409812,Medium,No,5
B06190,Professional Indemnity,Retail,79,138349.69,4199832,Medium,No,4
B06191,Liability,Construction,320,148318.1,6961870,Medium,Yes,1
B06192,Professional Indemnity,Retail,179,153571.62,3737690,Medium,Yes,5
B06193,Liability,Retail,135,63406.98,2846844,Medium,No,1
B06194,Liability,Retail,479,182802.34,6715188,Medium,No,1
B06195,Professional Indemnity,Construction,395,125458.07,3732316,Medium,Yes,3
B06196,Professional Indemnity,IT,172,140867.02,7636160,Medium,No,5
B06197,Liability,Construction,440,118085.5,2743377,Low,No,5
B06198,Professional Indemnity,IT,412,74887.82,3262247,Low,Yes,3
B06199,Liability,IT,190,174522.2,6622385,Medium,No,4
B06200,Workers Compensation,IT,418,124220.4,3827478,High,Yes,3
B06201,Professional Indemnity,Manufacturing,123,84508.46,3085203,Medium,No,5
B06202,Liability,Retail,84,19474.07,818672,Low,Yes,5
B06203,Liability,Manufacturing,104,46207.88,2454753,High,No,4
B06204,Workers Compensation,Manufacturing,166,80529.33,2139025,Low,No,3
B06205,Liability,Construction,132,160420.0,2887560,Medium,Yes,0
B06206,Liability,Construction,159,191136.0,9365664,Low,Yes,0
B06207,Liability,IT,5,73679.69,2955597,Medium,No,4
B06208,Liability,Retail,297,112265.38,3339840,Low,No,3
B06209,Liability,Retail,167,48514.68,1855656,Medium,No,3
B06210,Workers Compensation,Retail,469,43619.8,1335300,Medium,No,1
B06211,Liability,Manufacturing,334,157632.94,4185312,Medium,No,5
B06212,Liability,Construction,51,41222.29,1759802,Medium,No,2
B06213,Liability,Manufacturing,52,103510.92,1346676,Low,No,4
B06214,Workers Compensation,Manufacturing,354,172607.89,3235050,High,No,2
B06215,Professional Indemnity,Retail,117,24666.91,616416,Medium,No,2
B06216,Professional Indemnity,Retail,485,20135.3,654900,Medium,No,4
B06217,Liability,Retail,362,153413.35,1629990,Medium,No,3
B06218,Professional Indemnity,Retail,100,161660.7,5608544,Low,Yes,4
B06219,Workers Compensation,Manufacturing,326,75840.87,1263488,High,No,2
B06220,Professional Indemnity,Construction,251,153851.84,4935945,Medium,Yes,5
B06221,Liability,Construction,335,123448.46,4506810,Medium,No,5
B06222,Workers Compensation,IT,308,122408.05,5687598,Low,No,5
B06223,Professional Indemnity,Manufacturing,120,61349.72,782196,Medium,No,3
B06224,Liability,Manufacturing,220,199846.0,3797074,Low,No,0
B06225,Professional Indemnity,Manufacturing,155,176817.98,2492100,Medium,No,4
B06226,Liability,IT,228,124939.03,5805198,High,Yes,5
B06227,Workers Compensation,Construction,55,108500.93,5293485,Medium,No,4
B06228,Workers Compensation,Construction,210,47436.86,1102059,Medium,Yes,5
B06229,Workers Compensation,Healthcare,275,59961.46,2675736,Low,No,3
B06230,Liability,Construction,203,66931.0,3145757,High,Yes,0
B06231,Liability,Construction,423,66389.0,3253061,Medium,No,0
B06232,Workers Compensation,Retail,34,179225.8,9715524,Low,No,5
B06233,Professional Indemnity,Healthcare,108,50780.13,539530,Medium,No,3
B06234,Liability,IT,42,173299.28,6719768,Medium,No,1
B06235,Professional Indemnity,Construction,91,110536.6,3954720,Medium,No,4
B06236,Liability,Retail,338,40598.03,440150,Medium,No,4
B06237,Liability,Retail,364,38387.19,1518860,Medium,No,2
B06238,Professional Indemnity,Manufacturing,359,149152.58,4912632,Medium,No,3
B06239,Professional Indemnity,Construction,340,179077.14,1864610,High,Yes,2
B06240,Liability,Manufacturing,362,67092.62,964912,Medium,No,5
B06241,Liability,IT,177,168928.6,5452714,Medium,No,2
B06242,Liability,Construction,420,63991.0,1215829,Medium,Yes,0
B06243,Professional Indemnity,Construction,245,180271.32,6254208,Low,No,4
B06244,Liability,Manufacturing,165,53006.4,1214224,Medium,No,2
B06245,Workers Compensation,Healthcare,305,125249.0,2379731,Medium,No,0
B06246,Liability,IT,490,87482.86,4182705,High,No,3
B06247,Workers Compensation,Construction,259,48087.23,700980,Medium,No,2
B06248,Liability,Manufacturing,175,174377.17,5787360,Medium,No,5
B06249,Liability,Manufacturing,427,58905.81,2150511,Low,No,5
B06250,Professional Indemnity,Retail,280,77702.84,1203468,Medium,No,5
B06251,Workers Compensation,IT,445,74813.28,1378870,Low,Yes,4
B06252,Workers Compensation,Healthcare,183,132608.19,1933064,Low,No,2
B06253,Liability,Retail,447,86599.08,1472160,Medium,No,3
B06254,Professional Indemnity,IT,338,134345.55,1538735,Medium,No,2
B06255,Professional Indemnity,Healthcare,111,21660.89,563616,Medium,No,4
B06256,Workers Compensation,Retail,427,92922.0,1579674,Medium,No,0
B06257,Liability,IT,102,124596.26,2836743,Low,No,4
B06258,Liability,Healthcare,307,166808.64,6827943,Low,No,5
B06259,Professional Indemnity,Healthcare,79,197565.0,9680685,Medium,No,0
B06260,Professional Indemnity,Construction,121,59439.12,1315140,Medium,No,5
B06261,Liability,Healthcare,167,180033.84,2939328,Medium,No,1
B06262,Professional Indemnity,Healthcare,71,176205.52,4584864,Medium,No,4
B06263,Workers Compensation,Construction,133,125905.1,2184032,Medium,No,4
B06264,Professional Indemnity,Manufacturing,349,95200.63,2832172,Low,No,3
B06265,Liability,Construction,445,97513.25,2436816,High,Yes,2
B06266,Liability,Healthcare,348,28228.0,479876,Medium,Yes,0
B06267,Liability,IT,362,174587.0,4713849,High,No,0
B06268,Liability,Manufacturing,260,109657.34,1165090,Low,Yes,3
B06269,Liability,Retail,428,42873.18,683280,Medium,No,3
B06270,Liability,Retail,160,77215.2,2894364,Medium,No,2
B06271,Liability,Retail,448,84335.81,1772700,Medium,No,5
B06272,Workers Compensation,IT,431,160163.03,5836845,Low,No,2
B06273,Liability,Construction,379,97383.63,4645520,Medium,No,4
B06274,Professional Indemnity,Healthcare,170,126846.3,5893818,Low,Yes,5
B06275,Liability,IT,19,90304.06,3409439,High,No,1
B06276,Workers Compensation,Healthcare,124,36945.63,1538760,Medium,No,2
B06277,Professional Indemnity,Construction,71,154453.37,6892368,Medium,No,3
B06278,Workers Compensation,Retail,200,118060.19,1436699,High,No,5
B06279,Liability,Retail,37,153387.4,3992800,Medium,No,2
B06280,Liability,Retail,151,124389.0,4851171,Medium,No,0
B06281,Liability,Retail,126,89391.68,2280400,Medium,No,1
B06282,Liability,Retail,178,150621.8,2776083,Low,No,4
B06283,Workers Compensation,IT,195,128814.0,2061024,Low,No,0
B06284,Workers Compensation,Retail,229,167631.0,6537609,Medium,No,0
B06285,Professional Indemnity,Retail,159,85585.36,1571976,Low,No,1
B06286,Liability,Manufacturing,319,45873.98,2188340,Low,No,4
B06287,Professional Indemnity,Retail,279,140724.2,5532129,Medium,Yes,3
B06288,Workers Compensation,IT,323,89172.69,3551436,Medium,Yes,5
B06289,Professional Indemnity,IT,265,99173.95,4838445,Medium,No,4
B06290,Liability,IT,293,117149.59,2927520,Medium,Yes,2
B06291,Workers Compensation,Manufacturing,356,89110.0,3831730,Medium,No,0
B06292,Professional Indemnity,Retail,492,151096.85,7237042,High,No,2
B06293,Workers Compensation,Retail,249,106506.23,5205406,High,No,3
B06294,Professional Indemnity,IT,254,26624.21,720772,Medium,No,2
B06295,Workers Compensation,Manufacturing,52,174805.37,4548432,Low,No,4
B06296,Workers Compensation,Healthcare,76,151319.66,5041888,Medium,No,2
B06297,Professional Indemnity,Manufacturing,310,126088.67,3617109,Medium,No,3
B06298,Liability,Construction,33,53761.83,571210,High,No,3
B06299,Liability,Manufacturing,198,35118.7,410443,High,No,3
B06300,Workers Compensation,IT,430,98009.0,4994126,Medium,No,4
B06301,Workers Compensation,Retail,439,38142.75,445786,Medium,No,3
B06302,Professional Indemnity,Manufacturing,138,145609.0,6843623,Low,No,0
B06303,Liability,Construction,107,171999.07,7675332,Medium,No,3
B06304,Workers Compensation,Manufacturing,45,36522.09,1369008,Medium,Yes,2
B06305,Liability,Manufacturing,72,153803.93,6465776,Medium,No,5
B06306,Professional Indemnity,Manufacturing,329,144484.5,5566354,Medium,No,2
B06307,Liability,Manufacturing,233,142495.88,6778606,Medium,No,5
B06308,Workers Compensation,IT,260,95614.54,1493355,Medium,No,2
B06309,Workers Compensation,Retail,394,21160.05,734112,Low,Yes,4
B06310,Workers Compensation,Healthcare,62,102495.81,4909212,High,No,2
B06311,Liability,Manufacturing,126,143983.51,2809836,Medium,No,4
B06312,Professional Indemnity,Construction,385,30676.12,964482,Medium,Yes,4
B06313,Workers Compensation,Construction,435,64292.83,2049300,High,No,3
B06314,Liability,Healthcare,207,61443.0,2273391,Low,No,0
B06315,Liability,Healthcare,223,174761.34,4060077,Medium,No,5
B06316,Liability,Retail,459,102066.63,4879980,Low,No,3
B06317,Workers Compensation,Healthcare,196,86058.83,3748876,Low,Yes,3
B06318,Workers Compensation,IT,490,115810.7,4645646,High,No,4
B06319,Liability,Retail,16,184364.79,8994690,High,Yes,4
B06320,Workers Compensation,Construction,126,43664.8,821202,Low,No,5
B06321,Liability,Construction,403,137904.8,2153865,Medium,No,2
B06322,Workers Compensation,IT,273,61284.08,2488629,Medium,No,2
B06323,Liability,Retail,472,96798.77,3496798,Low,No,3
B06324,Workers Compensation,Retail,191,140591.78,2008454,Low,No,1
B06325,Workers Compensation,Manufacturing,213,38724.7,1541085,Medium,No,1
B06326,Liability,Manufacturing,230,129502.26,5663364,Medium,No,2
B06327,Professional Indemnity,Manufacturing,252,90994.96,1949892,Medium,No,1
B06328,Professional Indemnity,Retail,288,137079.81,4281960,High,No,2
B06329,Liability,Manufacturing,485,106949.51,3478530,High,No,4
B06330,Workers Compensation,Construction,194,100492.01,4697924,High,No,3
B06331,Professional Indemnity,Manufacturing,212,66626.0,1066016,Low,Yes,0
B06332,Liability,Construction,471,52095.92,1273073,Medium,No,3
B06333,Liability,IT,103,89976.03,3466382,Medium,No,2
B06334,Workers Compensation,Healthcare,258,117528.95,3426500,Medium,No,2
B06335,Workers Compensation,IT,422,46685.95,1686502,Medium,No,3
B06336,Liability,IT,258,23236.19,874004,Medium,No,5
B06337,Workers Compensation,Construction,338,172575.24,5570421,Low,No,2
B06338,Workers Compensation,Construction,20,181915.44,4269444,Medium,No,1
B06339,Liability,IT,131,138798.38,4532192,Low,No,1
B06340,Liability,IT,160,28825.45,1410658,Medium,Yes,2
B06341,Liability,IT,212,157775.47,2792777,Medium,No,2
B06342,Liability,Retail,266,167151.23,6287212,Medium,No,5
B06343,Professional Indemnity,Manufacturing,139,130975.04,2405664,Medium,No,1
B06344,Liability,Healthcare,203,138950.67,4340400,High,Yes,2
B06345,Workers Compensation,Retail,278,30128.71,847017,Medium,No,2
B06346,Professional Indemnity,Retail,143,160793.05,8360548,Medium,No,5
B06347,Liability,Construction,63,56989.49,3089303,Medium,No,5
B06348,Professional Indemnity,Retail,270,156801.65,6830559,Medium,No,3
B06349,Liability,Healthcare,239,158711.32,6847659,Low,No,5
B06350,Liability,Retail,348,91344.0,4110480,Low,No,0
B06351,Liability,IT,281,95844.0,3129600,Low,Yes,1
B06352,Professional Indemnity,Construction,255,93594.01,1988840,Medium,Yes,3
B06353,Liability,Retail,293,175812.0,2812992,Medium,Yes,0
B06354,Liability,Construction,355,131699.65,6033720,Low,No,2
B06355,Professional Indemnity,IT,37,170217.45,7443912,Low,No,2
B06356,Liability,Manufacturing,457,29053.66,709987,High,No,3
B06357,Liability,Manufacturing,381,65650.86,1743096,Low,No,5
B06358,Liability,Healthcare,376,124615.74,5968684,Medium,No,2
B06359,Workers Compensation,Manufacturing,92,78310.9,1528236,Medium,No,4
B06360,Liability,Retail,32,135558.94,4320870,Low,Yes,3
B06361,Liability,IT,81,149265.0,3880890,Medium,Yes,0
B06362,Professional Indemnity,IT,154,91208.09,1162884,Low,No,3
B06363,Professional Indemnity,IT,365,90869.52,2225376,Medium,No,1
B06364,Professional Indemnity,Manufacturing,382,174775.8,3867060,Medium,Yes,5
B06365,Professional Indemnity,Construction,171,32970.51,984825,Medium,No,5
