Policy_ID,Sub_Type,Property_Type,Property_Value,Annual_Premium,Risk_Type,Location,Claim_Status,No_Claim_Years
PR03936,Home Insurance,House,8039666,76560.54,Flood,Rural,No,1
PR03937,Home Insurance,Shop,2481021,14367.78,Fire,Urban,No,1
PR03938,Theft Insurance,Factory,5121125,24911.82,Theft,Coastal,No,2
PR03939,Fire Insurance,Factory,1615216,15055.0,Fire,Industrial,No,0
PR03940,Fire Insurance,Factory,2876830,5786.45,Fire,Urban,No,3
PR03941,Home Insurance,Apartment,8009559,79856.0,Flood,Industrial,No,0
PR03942,Home Insurance,Factory,5630776,45459.0,Theft,Urban,No,0
PR03943,Home Insurance,Shop,5549253,44789.0,Flood,Urban,No,0
PR03944,Theft Insurance,Factory,8497580,27715.38,Fire,Coastal,No,1
PR03945,Theft Insurance,Factory,4924895,33567.74,Earthquake,Coastal,Yes,4
PR03946,Home Insurance,Factory,810422,4105.22,Fire,Industrial,No,1
PR03947,Theft Insurance,Factory,5412506,27697.74,Fire,Industrial,No,1
PR03948,Home Insurance,Warehouse,5719987,19001.32,Theft,Industrial,No,5
PR03949,Home Insurance,House,5726095,43373.74,Theft,Industrial,No,5
PR03950,Fire Insurance,Shop,8034502,69326.0,Fire,Rural,Yes,0
PR03951,Fire Insurance,House,7284358,33658.1,Flood,Urban,Yes,1
PR03952,Fire Insurance,Warehouse,549374,1904.0,Theft,Coastal,Yes,0
PR03953,Home Insurance,Apartment,7569815,38797.18,Flood,Industrial,No,5
PR03954,Home Insurance,House,5854526,24368.04,Fire,Coastal,Yes,4
PR03955,Fire Insurance,Warehouse,6316118,39838.77,Theft,Industrial,No,3
PR03956,Home Insurance,Apartment,578254,2389.0,Flood,Coastal,Yes,0
PR03957,Home Insurance,Warehouse,1941368,5109.92,Earthquake,Industrial,No,4
PR03958,Fire Insurance,Shop,2302203,20126.45,Flood,Rural,No,3
PR03959,Fire Insurance,Shop,2797391,9217.92,Theft,Rural,No,2
PR03960,Home Insurance,Shop,3087822,24299.0,Flood,Rural,No,0
PR03961,Theft Insurance,Shop,8067211,50668.0,Earthquake,Rural,No,0
PR03962,Theft Insurance,Shop,4228972,26687.6,Fire,Rural,No,2
PR03963,Fire Insurance,Shop,3917356,37590.06,Theft,Industrial,No,2
PR03964,Fire Insurance,Shop,5200737,49726.0,Fire,Industrial,No,0
PR03965,Home Insurance,Apartment,7042423,42522.67,Earthquake,Urban,No,2
PR03966,Home Insurance,Apartment,3537190,29023.68,Fire,Rural,No,1
PR03967,Theft Insurance,Warehouse,6383603,48013.03,Earthquake,Coastal,No,3
PR03968,Fire Insurance,Warehouse,5393895,38476.87,Flood,Industrial,Yes,3
PR03969,Theft Insurance,Shop,9294572,65600.14,Flood,Industrial,No,3
PR03970,Fire Insurance,Warehouse,538157,2030.56,Earthquake,Coastal,No,1
PR03971,Home Insurance,Warehouse,4962364,23573.02,Theft,Urban,No,2
PR03972,Theft Insurance,Warehouse,4035937,9583.41,Fire,Industrial,Yes,4
PR03973,Theft Insurance,Apartment,6537666,32331.87,Fire,Urban,No,2
PR03974,Home Insurance,Factory,7193805,57603.0,Flood,Coastal,Yes,0
PR03975,Home Insurance,Apartment,7342734,48633.65,Earthquake,Rural,Yes,5
PR03976,Home Insurance,Warehouse,3591946,28769.42,Flood,Coastal,No,3
PR03977,Fire Insurance,Apartment,4217137,22827.75,Fire,Industrial,No,2
PR03978,Home Insurance,House,3562200,31262.75,Fire,Rural,No,4
PR03979,Home Insurance,House,4039714,24569.0,Flood,Coastal,No,0
PR03980,Home Insurance,Factory,7683751,48295.38,Flood,Industrial,Yes,1
PR03981,Fire Insurance,Apartment,6751624,40416.18,Fire,Industrial,No,1
PR03982,Theft Insurance,House,9657935,28376.66,Flood,Coastal,No,4
PR03983,Fire Insurance,Factory,8148421,51457.0,Earthquake,Industrial,No,0
PR03984,Home Insurance,House,1392495,9282.04,Theft,Coastal,No,3
PR03985,Home Insurance,Warehouse,2511050,18155.4,Fire,Urban,No,2
PR03986,Fire Insurance,Warehouse,1077490,8817.0,Theft,Industrial,No,0
PR03987,Theft Insurance,Factory,6872985,59072.44,Earthquake,Urban,Yes,1
PR03988,Fire Insurance,Apartment,1859881,13214.77,Fire,Rural,No,4
PR03989,Fire Insurance,Warehouse,1385181,4458.73,Earthquake,Industrial,No,4
PR03990,Fire Insurance,Shop,2470183,23473.14,Theft,Coastal,No,2
PR03991,Theft Insurance,Factory,6969635,47606.19,Fire,Rural,No,4
PR03992,Home Insurance,Warehouse,7053805,28619.24,Theft,Urban,No,4
PR03993,Home Insurance,Factory,8051513,39784.0,Earthquake,Urban,No,0
PR03994,Home Insurance,Warehouse,6467234,42218.11,Flood,Urban,No,3
PR03995,Home Insurance,Shop,4497119,35599.15,Earthquake,Rural,No,2
PR03996,Home Insurance,Apartment,669562,5319.0,Earthquake,Urban,No,0
PR03997,Theft Insurance,House,8609603,65886.26,Earthquake,Rural,No,3
PR03998,Fire Insurance,Factory,8012879,70781.0,Fire,Urban,No,0
PR03999,Fire Insurance,Warehouse,7881453,53797.75,Earthquake,Coastal,No,5
PR04000,Fire Insurance,Shop,2757759,7785.0,Earthquake,Industrial,No,0
PR04001,Home Insurance,Apartment,1016436,6665.95,Fire,Coastal,No,4
PR04002,Theft Insurance,Shop,7981352,59120.03,Flood,Industrial,No,3
PR04003,Theft Insurance,Apartment,9365164,81688.74,Fire,Urban,No,2
PR04004,Home Insurance,Factory,1790157,12137.54,Earthquake,Industrial,No,2
PR04005,Theft Insurance,Factory,3182259,10106.52,Theft,Rural,No,3
PR04006,Theft Insurance,Warehouse,7894553,67549.63,Earthquake,Rural,No,4
PR04007,Home Insurance,Warehouse,7581432,56117.74,Earthquake,Coastal,No,1
PR04008,Theft Insurance,Warehouse,645620,2431.0,Earthquake,Industrial,No,0
PR04009,Theft Insurance,Shop,9033823,41794.35,Theft,Industrial,No,4
PR04010,Home Insurance,Warehouse,819904,7343.45,Fire,Urban,No,5
PR04011,Fire Insurance,Factory,1828468,8290.02,Theft,Coastal,No,3
PR04012,Home Insurance,Apartment,2585940,13502.0,Flood,Rural,No,0
PR04013,Fire Insurance,Shop,6467686,19989.77,Flood,Industrial,No,2
PR04014,Theft Insurance,Shop,5344557,25561.34,Flood,Industrial,Yes,1
PR04015,Home Insurance,Shop,8125161,56739.11,Theft,Rural,No,5
PR04016,Home Insurance,Warehouse,8495714,43711.65,Theft,Coastal,No,2
PR04017,Home Insurance,Apartment,2594397,6743.64,Earthquake,Coastal,No,3
PR04018,Theft Insurance,House,5840169,16462.0,Flood,Urban,No,0
PR04019,Theft Insurance,Warehouse,9347216,63219.87,Theft,Industrial,No,3
PR04020,Home Insurance,Shop,2755120,6675.0,Earthquake,Urban,No,0
PR04021,Home Insurance,Shop,5646081,50147.31,Flood,Industrial,No,4
PR04022,Home Insurance,Warehouse,2423623,15267.42,Flood,Rural,Yes,1
PR04023,Home Insurance,Apartment,1845428,14050.43,Flood,Rural,Yes,4
PR04024,Home Insurance,Shop,1410388,5758.34,Flood,Coastal,No,4
PR04025,Theft Insurance,Warehouse,4655781,28014.58,Earthquake,Coastal,No,3
PR04026,Home Insurance,Shop,2289342,11334.68,Theft,Industrial,No,1
PR04027,Home Insurance,Apartment,613152,2206.0,Fire,Coastal,No,0
PR04028,Theft Insurance,Factory,8503118,48914.0,Theft,Industrial,No,0
PR04029,Fire Insurance,Warehouse,7598948,25305.26,Theft,Industrial,No,5
PR04030,Home Insurance,Shop,8194027,33816.64,Fire,Industrial,No,2
PR04031,Home Insurance,Factory,2859624,10262.21,Earthquake,Urban,No,5
PR04032,Home Insurance,House,7083593,29970.4,Theft,Rural,No,5
PR04033,Home Insurance,House,6557479,58744.0,Earthquake,Urban,No,0
PR04034,Home Insurance,Warehouse,1350096,7010.94,Earthquake,Industrial,No,3
PR04035,Fire Insurance,House,767854,2802.15,Earthquake,Rural,No,4
PR04036,Home Insurance,Shop,1810485,8352.04,Fire,Urban,No,4
PR04037,Fire Insurance,Warehouse,4212811,20991.25,Earthquake,Rural,Yes,4
PR04038,Home Insurance,House,4337367,8649.48,Fire,Urban,No,1
PR04039,Theft Insurance,Apartment,9922882,93891.0,Flood,Rural,No,0
PR04040,Home Insurance,Warehouse,1856597,16717.45,Flood,Urban,No,3
PR04041,Fire Insurance,Factory,1697556,9882.32,Earthquake,Urban,No,1
PR04042,Theft Insurance,Apartment,8743793,43881.64,Earthquake,Rural,No,2
PR04043,Home Insurance,Warehouse,8275958,39195.94,Theft,Rural,Yes,3
PR04044,Home Insurance,House,2347171,12037.51,Earthquake,Urban,No,5
PR04045,Home Insurance,House,2980387,14373.88,Flood,Urban,No,3
PR04046,Fire Insurance,Shop,1431741,10321.11,Earthquake,Rural,No,3
PR04047,Fire Insurance,Shop,3344760,12012.0,Theft,Coastal,Yes,4
PR04048,Home Insurance,House,4882662,40218.08,Flood,Rural,No,3
PR04049,Fire Insurance,Warehouse,788683,5748.03,Theft,Urban,No,5
PR04050,Fire Insurance,Apartment,6551518,12384.62,Fire,Urban,Yes,5
PR04051,Theft Insurance,Shop,9294090,61768.0,Flood,Industrial,Yes,0
PR04052,Home Insurance,Apartment,7667311,23971.22,Flood,Urban,No,3
PR04053,Home Insurance,Shop,8819438,44567.91,Flood,Coastal,Yes,4
PR04054,Home Insurance,Factory,5294337,39646.77,Earthquake,Urban,No,3
PR04055,Home Insurance,Factory,1939342,10827.55,Earthquake,Coastal,No,2
PR04056,Fire Insurance,Shop,1901845,17773.16,Fire,Industrial,No,2
PR04057,Fire Insurance,Apartment,6897608,28119.32,Flood,Urban,No,4
PR04058,Home Insurance,Factory,1018819,5408.0,Fire,Rural,No,0
PR04059,Theft Insurance,House,686878,6502.0,Theft,Industrial,Yes,0
PR04060,Home Insurance,Warehouse,6433330,14251.22,Theft,Coastal,Yes,5
PR04061,Home Insurance,Apartment,2634449,18924.49,Theft,Industrial,No,5
PR04062,Home Insurance,Factory,5757287,33652.22,Earthquake,Urban,No,1
PR04063,Fire Insurance,Warehouse,9213597,25069.04,Flood,Rural,No,4
PR04064,Theft Insurance,House,4572354,12293.85,Theft,Urban,No,3
PR04065,Home Insurance,Factory,3594184,28732.69,Flood,Urban,No,4
PR04066,Fire Insurance,House,4090490,18355.4,Flood,Rural,No,1
PR04067,Home Insurance,Factory,8087865,48420.33,Flood,Industrial,Yes,5
PR04068,Home Insurance,Warehouse,2311401,17354.36,Flood,Urban,No,4
PR04069,Fire Insurance,Apartment,4864151,19984.95,Flood,Urban,No,4
PR04070,Theft Insurance,Warehouse,2512809,16866.26,Earthquake,Urban,No,5
PR04071,Home Insurance,House,5309909,12954.62,Theft,Rural,No,1
PR04072,Theft Insurance,Apartment,400631,739.41,Fire,Rural,No,5
PR04073,Theft Insurance,Factory,2335502,22270.0,Flood,Rural,No,0
PR04074,Fire Insurance,Factory,2253718,10914.06,Flood,Coastal,No,3
PR04075,Theft Insurance,Warehouse,5499442,26036.53,Flood,Rural,No,5
PR04076,Fire Insurance,Warehouse,8415833,61054.0,Flood,Rural,No,1
PR04077,Theft Insurance,Shop,875119,3957.81,Earthquake,Urban,Yes,2
PR04078,Home Insurance,Apartment,485612,4212.0,Theft,Industrial,No,0
PR04079,Theft Insurance,Shop,8132907,19173.43,Theft,Coastal,No,2
PR04080,Theft Insurance,Warehouse,4169456,12879.06,Earthquake,Industrial,No,5
PR04081,Fire Insurance,Warehouse,7548903,49513.0,Flood,Rural,No,0
PR04082,Fire Insurance,Apartment,7130887,40043.95,Earthquake,Coastal,No,3
PR04083,Fire Insurance,Shop,4250802,30536.25,Theft,Industrial,No,5
PR04084,Home Insurance,Shop,1303023,5981.28,Theft,Urban,No,3
PR04085,Fire Insurance,Factory,4634239,14642.59,Earthquake,Industrial,No,4
PR04086,Home Insurance,Factory,2208226,19379.91,Earthquake,Urban,No,2
PR04087,Home Insurance,Shop,3894413,23680.0,Fire,Rural,No,0
PR04088,Theft Insurance,Shop,7979077,70887.76,Earthquake,Coastal,No,3
PR04089,Fire Insurance,Factory,4893840,16669.8,Flood,Coastal,No,1
PR04090,Theft Insurance,Apartment,2422774,8534.73,Flood,Coastal,No,3
PR04091,Theft Insurance,House,6924504,25632.88,Theft,Coastal,Yes,1
PR04092,Theft Insurance,Shop,7578550,20442.17,Flood,Industrial,No,5
PR04093,Home Insurance,House,5788101,32156.0,Theft,Rural,No,0
PR04094,Home Insurance,Apartment,1853178,14681.65,Flood,Coastal,No,3
PR04095,Home Insurance,House,430893,1696.97,Fire,Industrial,No,3
PR04096,Theft Insurance,Apartment,8393036,68844.0,Flood,Industrial,No,0
PR04097,Fire Insurance,Warehouse,1415867,2954.4,Fire,Industrial,No,3
PR04098,Fire Insurance,House,7185513,60455.22,Earthquake,Urban,No,1
PR04099,Home Insurance,Warehouse,3979145,36950.26,Earthquake,Industrial,No,3
PR04100,Home Insurance,Apartment,1879061,4751.1,Theft,Rural,No,2
PR04101,Home Insurance,Apartment,890548,7515.2,Theft,Urban,No,5
PR04102,Fire Insurance,House,804282,1676.87,Flood,Urban,No,4
PR04103,Fire Insurance,House,5978640,45098.62,Earthquake,Urban,No,1
PR04104,Home Insurance,Warehouse,3010056,8908.67,Flood,Rural,Yes,2
PR04105,Theft Insurance,House,1754994,15018.64,Flood,Coastal,Yes,5
PR04106,Home Insurance,Factory,2046883,18093.0,Earthquake,Urban,No,0
PR04107,Fire Insurance,Warehouse,9933428,34192.2,Fire,Urban,No,1
PR04108,Fire Insurance,Warehouse,2078269,5570.18,Earthquake,Industrial,No,4
PR04109,Theft Insurance,Apartment,8471516,68174.61,Fire,Urban,No,5
PR04110,Home Insurance,Apartment,7014044,45630.48,Theft,Urban,No,4
PR04111,Fire Insurance,House,3959172,37404.0,Fire,Rural,No,0
PR04112,Theft Insurance,Factory,7794267,53696.0,Flood,Coastal,No,0
PR04113,Home Insurance,Factory,1445194,7488.18,Earthquake,Rural,Yes,1
PR04114,Home Insurance,Factory,7505400,30815.57,Flood,Rural,No,3
PR04115,Home Insurance,Apartment,7273215,61798.0,Earthquake,Urban,No,0
PR04116,Theft Insurance,Warehouse,9679118,20305.68,Flood,Industrial,No,5
PR04117,Home Insurance,Factory,2985870,9796.87,Fire,Industrial,Yes,3
PR04118,Home Insurance,Factory,8247067,69127.67,Earthquake,Rural,No,2
PR04119,Fire Insurance,Shop,5128518,40195.88,Fire,Urban,Yes,4
PR04120,Home Insurance,Shop,4541185,27287.04,Earthquake,Coastal,Yes,3
PR04121,Home Insurance,Shop,6905136,22027.07,Earthquake,Rural,No,4
PR04122,Theft Insurance,Factory,9334360,57976.49,Fire,Coastal,No,3
PR04123,Home Insurance,Factory,8223942,20810.91,Earthquake,Coastal,No,2
PR04124,Fire Insurance,Shop,1161980,7781.0,Earthquake,Industrial,Yes,0
PR04125,Home Insurance,Factory,7355930,65945.87,Earthquake,Industrial,No,2
PR04126,Fire Insurance,Apartment,8895741,62071.0,Fire,Coastal,No,0
PR04127,Theft Insurance,Apartment,7819976,69392.0,Flood,Coastal,No,0
PR04128,Home Insurance,Factory,2463791,14116.84,Flood,Industrial,No,4
PR04129,Home Insurance,House,5779253,10504.46,Theft,Rural,No,5
PR04130,Home Insurance,Apartment,4050082,38763.66,Flood,Industrial,No,2
PR04131,Fire Insurance,Warehouse,2254304,12733.39,Earthquake,Urban,No,3
PR04132,Home Insurance,House,4473574,23029.43,Earthquake,Urban,Yes,2
PR04133,Theft Insurance,Warehouse,8202802,62267.23,Earthquake,Rural,Yes,4
PR04134,Theft Insurance,Shop,9289192,28260.0,Earthquake,Coastal,No,0
PR04135,Fire Insurance,Shop,9612456,20313.31,Earthquake,Industrial,No,4
PR04136,Theft Insurance,Factory,7988091,72985.5,Fire,Industrial,No,1
PR04137,Home Insurance,Apartment,3755712,28905.1,Flood,Urban,No,1
PR04138,Fire Insurance,Factory,1278891,2514.87,Flood,Rural,No,3
PR04139,Home Insurance,Apartment,8115411,67924.11,Earthquake,Industrial,No,4
PR04140,Fire Insurance,Warehouse,3397400,7472.12,Fire,Coastal,No,3
PR04141,Theft Insurance,Warehouse,3903120,30242.38,Fire,Coastal,Yes,3
PR04142,Theft Insurance,House,1222571,5132.26,Earthquake,Industrial,No,1
PR04143,Theft Insurance,Warehouse,8174388,71794.13,Earthquake,Rural,No,3
PR04144,Home Insurance,Factory,7692674,25925.9,Fire,Urban,No,1
PR04145,Fire Insurance,Factory,4194948,18039.0,Fire,Urban,No,0
PR04146,Fire Insurance,House,5180597,16776.95,Theft,Coastal,No,4
PR04147,Theft Insurance,Warehouse,1199470,6250.46,Flood,Industrial,No,3
PR04148,Home Insurance,Warehouse,7393418,25197.76,Earthquake,Industrial,No,1
PR04149,Home Insurance,House,3517349,19970.56,Fire,Rural,Yes,2
PR04150,Home Insurance,House,6657596,28037.17,Flood,Coastal,No,3
PR04151,Fire Insurance,Warehouse,3942467,23602.28,Flood,Urban,Yes,5
PR04152,Fire Insurance,Factory,7685410,28827.0,Flood,Rural,No,0
PR04153,Theft Insurance,Factory,4398090,30165.0,Fire,Coastal,No,0
PR04154,Fire Insurance,Factory,3926814,24996.33,Fire,Rural,Yes,2
PR04155,Theft Insurance,Factory,3299952,20089.02,Flood,Urban,No,1
PR04156,Home Insurance,Warehouse,1790207,15659.55,Theft,Rural,No,3
PR04157,Home Insurance,Factory,2596970,20081.18,Theft,Coastal,No,1
PR04158,Home Insurance,Warehouse,9018037,75867.0,Earthquake,Coastal,No,0
PR04159,Home Insurance,Shop,6618188,64709.4,Flood,Rural,No,1
PR04160,Home Insurance,Apartment,5795082,14315.0,Flood,Urban,No,0
PR04161,Theft Insurance,House,4750839,32033.26,Theft,Coastal,No,1
PR04162,Home Insurance,Warehouse,5144254,48307.16,Theft,Urban,No,2
PR04163,Theft Insurance,Apartment,4028837,35496.42,Fire,Industrial,No,4
PR04164,Home Insurance,House,7668308,23646.97,Theft,Industrial,No,2
PR04165,Home Insurance,House,7717782,40243.64,Theft,Rural,Yes,2
PR04166,Home Insurance,Factory,6226687,23383.88,Theft,Rural,No,4
PR04167,Home Insurance,Apartment,3954550,26337.3,Fire,Urban,No,4
PR04168,Home Insurance,Factory,4427092,33819.85,Theft,Rural,Yes,3
PR04169,Theft Insurance,Shop,1033579,3651.82,Flood,Industrial,No,3
PR04170,Theft Insurance,Factory,721665,6900.47,Earthquake,Industrial,No,2
PR04171,Fire Insurance,Factory,6364600,36175.39,Earthquake,Rural,No,2
PR04172,Home Insurance,Warehouse,5493770,52329.0,Fire,Industrial,No,0
PR04173,Home Insurance,Warehouse,342403,966.0,Flood,Rural,Yes,0
PR04174,Home Insurance,House,7864713,45733.46,Fire,Industrial,No,3
PR04175,Home Insurance,Shop,9389793,63834.89,Earthquake,Urban,No,5
PR04176,Home Insurance,Apartment,1402969,11775.38,Theft,Urban,Yes,5
PR04177,Fire Insurance,House,8082031,73691.57,Theft,Rural,No,3
PR04178,Fire Insurance,House,7054594,25308.0,Flood,Coastal,No,0
PR04179,Theft Insurance,Warehouse,6065328,30102.0,Fire,Rural,No,0
PR04180,Theft Insurance,Warehouse,9145298,33784.04,Earthquake,Urban,No,5
PR04181,Home Insurance,House,1503888,12100.06,Flood,Rural,No,1
PR04182,Fire Insurance,House,7865156,29069.74,Theft,Rural,No,1
PR04183,Home Insurance,Warehouse,4776996,21215.0,Earthquake,Industrial,No,0
PR04184,Home Insurance,Factory,1305553,9725.52,Earthquake,Coastal,No,1
PR04185,Fire Insurance,Factory,3860921,18312.7,Fire,Coastal,No,4
PR04186,Fire Insurance,Factory,7880640,73868.51,Fire,Rural,No,3
PR04187,Home Insurance,Warehouse,2277065,16826.63,Fire,Coastal,No,3
PR04188,Home Insurance,Factory,2583007,14133.0,Earthquake,Urban,No,0
PR04189,Theft Insurance,Shop,684033,4234.4,Flood,Coastal,No,2
PR04190,Home Insurance,Factory,8894727,51960.98,Flood,Urban,No,5
PR04191,Home Insurance,Warehouse,4384360,22433.0,Flood,Coastal,Yes,0
PR04192,Theft Insurance,Apartment,9060731,50476.86,Theft,Coastal,No,1
PR04193,Home Insurance,Apartment,1012461,3240.56,Flood,Industrial,No,5
PR04194,Fire Insurance,Apartment,4558999,31236.05,Earthquake,Industrial,No,2
PR04195,Home Insurance,Factory,5323218,22687.98,Flood,Rural,No,1
PR04196,Home Insurance,House,6403715,55750.7,Theft,Industrial,No,4
PR04197,Fire Insurance,House,6364718,14610.82,Fire,Rural,No,1
PR04198,Home Insurance,Warehouse,9300433,81238.5,Theft,Rural,No,4
PR04199,Theft Insurance,Apartment,7928639,66925.39,Flood,Coastal,No,5
PR04200,Home Insurance,Apartment,2448608,14792.94,Theft,Urban,No,4
PR04201,Theft Insurance,Factory,9739752,74967.58,Fire,Coastal,Yes,5
PR04202,Fire Insurance,House,5072329,31962.64,Earthquake,Rural,Yes,5
PR04203,Theft Insurance,Factory,4043465,23030.09,Flood,Rural,No,5
PR04204,Home Insurance,Apartment,6477957,57641.22,Earthquake,Rural,Yes,5
PR04205,Home Insurance,House,1228390,5622.39,Flood,Urban,No,5
PR04206,Fire Insurance,Warehouse,7936998,62630.82,Earthquake,Industrial,Yes,1
PR04207,Fire Insurance,Factory,2060433,17456.52,Theft,Industrial,No,5
PR04208,Home Insurance,Warehouse,9255872,39775.26,Earthquake,Urban,Yes,1
PR04209,Home Insurance,Shop,9034097,35737.41,Theft,Coastal,No,5
PR04210,Theft Insurance,Factory,9166866,84240.81,Earthquake,Coastal,No,4
PR04211,Theft Insurance,Shop,2872313,22836.66,Flood,Rural,No,5
PR04212,Home Insurance,Shop,3884008,8208.54,Earthquake,Rural,No,2
PR04213,Theft Insurance,Shop,1309512,5610.64,Flood,Urban,No,5
PR04214,Theft Insurance,House,6305675,28459.04,Earthquake,Coastal,No,5
PR04215,Home Insurance,Apartment,5864294,35572.97,Earthquake,Coastal,No,4
PR04216,Theft Insurance,Factory,3924847,32521.95,Flood,Rural,No,3
PR04217,Home Insurance,Apartment,4678363,17794.33,Theft,Urban,No,4
PR04218,Theft Insurance,Apartment,625088,5941.99,Earthquake,Coastal,No,2
PR04219,Fire Insurance,Warehouse,4107495,11281.13,Flood,Coastal,No,3
PR04220,Home Insurance,Shop,9411691,49464.0,Flood,Rural,No,0
PR04221,Home Insurance,Shop,3111199,11653.0,Fire,Urban,No,0
PR04222,Theft Insurance,House,8701267,41877.28,Flood,Rural,Yes,2
PR04223,Fire Insurance,Warehouse,2510279,20326.23,Theft,Urban,No,4
PR04224,Home Insurance,Factory,1884041,16695.28,Theft,Coastal,No,1
PR04225,Home Insurance,House,4259265,37893.54,Theft,Rural,No,2
PR04226,Theft Insurance,Factory,3673324,14886.83,Earthquake,Rural,No,3
PR04227,Home Insurance,Shop,2176469,9761.1,Fire,Coastal,No,3
PR04228,Theft Insurance,Shop,8423024,22938.8,Theft,Industrial,No,5
PR04229,Fire Insurance,Shop,2251182,21867.0,Fire,Coastal,No,0
PR04230,Home Insurance,Factory,3618769,25604.19,Theft,Coastal,No,3
PR04231,Home Insurance,Apartment,1073510,7295.2,Fire,Coastal,Yes,2
PR04232,Home Insurance,Apartment,5847367,50892.13,Theft,Rural,Yes,3
PR04233,Home Insurance,Shop,3569295,9672.19,Fire,Rural,Yes,2
PR04234,Home Insurance,Apartment,6899146,61386.22,Theft,Coastal,Yes,1
PR04235,Home Insurance,Shop,1120992,6352.76,Theft,Urban,No,5
PR04236,Fire Insurance,House,4371405,39409.0,Earthquake,Urban,No,0
PR04237,Fire Insurance,Shop,1121235,10440.64,Theft,Industrial,No,3
PR04238,Home Insurance,Apartment,9018472,36039.97,Fire,Rural,No,2
PR04239,Theft Insurance,House,8861345,37393.73,Flood,Industrial,No,4
PR04240,Home Insurance,House,6091889,16197.0,Earthquake,Urban,No,0
PR04241,Home Insurance,Apartment,4253305,15850.52,Theft,Rural,No,1
PR04242,Home Insurance,Apartment,7110308,43654.02,Earthquake,Urban,Yes,2
PR04243,Home Insurance,Shop,9273024,41268.5,Earthquake,Rural,No,5
PR04244,Home Insurance,House,8670870,46779.71,Theft,Urban,Yes,5
PR04245,Home Insurance,Apartment,7921380,39093.18,Earthquake,Urban,No,1
PR04246,Home Insurance,Factory,7587023,63978.32,Fire,Coastal,No,1
PR04247,Home Insurance,Shop,4761374,29162.29,Earthquake,Industrial,No,5
PR04248,Fire Insurance,Factory,4668808,36837.31,Earthquake,Rural,Yes,3
PR04249,Fire Insurance,Shop,1083028,5470.21,Earthquake,Coastal,No,3
PR04250,Theft Insurance,Warehouse,3900899,16581.31,Fire,Coastal,No,2
PR04251,Home Insurance,Apartment,4560899,24233.38,Flood,Rural,No,4
PR04252,Theft Insurance,Factory,6898070,41779.32,Flood,Urban,No,2
PR04253,Home Insurance,Shop,4201213,32222.01,Earthquake,Urban,No,4
PR04254,Home Insurance,Warehouse,3758402,20491.8,Flood,Rural,Yes,1
PR04255,Home Insurance,Apartment,3339511,10904.0,Earthquake,Urban,No,0
PR04256,Fire Insurance,Warehouse,9166363,69712.55,Fire,Rural,No,2
PR04257,Home Insurance,Factory,9601171,70361.79,Flood,Rural,No,2
PR04258,Theft Insurance,House,5667355,11154.2,Flood,Industrial,No,4
PR04259,Home Insurance,House,1304978,2588.18,Fire,Urban,Yes,1
PR04260,Fire Insurance,Shop,2381144,15775.06,Earthquake,Industrial,No,1
PR04261,Home Insurance,Apartment,4246365,27582.5,Theft,Rural,No,4
PR04262,Home Insurance,Shop,2681292,23289.7,Theft,Industrial,No,1
PR04263,Home Insurance,Apartment,3985498,16590.56,Theft,Coastal,No,5
PR04264,Home Insurance,Warehouse,2193488,9916.4,Theft,Rural,No,3
PR04265,Fire Insurance,Warehouse,1747333,13280.4,Earthquake,Rural,No,5
PR04266,Home Insurance,Factory,5597425,55709.0,Theft,Coastal,No,0
PR04267,Fire Insurance,House,9120336,33418.08,Theft,Urban,No,2
PR04268,Home Insurance,Warehouse,9129758,26016.0,Fire,Rural,No,0
PR04269,Theft Insurance,Warehouse,274127,1052.6,Fire,Industrial,No,2
PR04270,Fire Insurance,Apartment,296965,736.95,Fire,Rural,No,3
PR04271,Home Insurance,Apartment,5989585,47233.06,Earthquake,Industrial,No,1
PR04272,Home Insurance,Shop,9543760,64012.06,Theft,Rural,No,5
PR04273,Home Insurance,Shop,5053942,38685.04,Flood,Industrial,No,4
PR04274,Home Insurance,Warehouse,6817896,60183.05,Fire,Industrial,No,5
PR04275,Home Insurance,Shop,6186275,23903.45,Fire,Industrial,No,3
PR04276,Home Insurance,Warehouse,6063376,36071.0,Theft,Coastal,Yes,0
PR04277,Home Insurance,House,7798877,56871.38,Fire,Rural,No,4
PR04278,Theft Insurance,House,8855106,52698.52,Earthquake,Coastal,No,1
PR04279,Fire Insurance,Shop,5196612,44774.39,Flood,Industrial,Yes,3
PR04280,Fire Insurance,Shop,7220711,57864.77,Earthquake,Urban,No,4
PR04281,Fire Insurance,House,6883470,24379.7,Flood,Rural,Yes,3
PR04282,Fire Insurance,Apartment,9085963,26719.5,Theft,Rural,No,3
PR04283,Home Insurance,Factory,8561353,40754.28,Theft,Industrial,No,1
PR04284,Fire Insurance,Warehouse,6333395,60510.0,Earthquake,Rural,No,2
PR04285,Home Insurance,Apartment,5015632,26949.75,Fire,Coastal,No,4
PR04286,Home Insurance,Warehouse,7179731,58260.02,Fire,Coastal,No,1
PR04287,Theft Insurance,Warehouse,3298928,19789.5,Flood,Industrial,Yes,3
PR04288,Home Insurance,Shop,6243460,60381.72,Flood,Coastal,Yes,1
PR04289,Home Insurance,House,5811836,53442.42,Flood,Industrial,No,2
PR04290,Fire Insurance,Warehouse,7902696,62072.24,Fire,Rural,No,5
PR04291,Fire Insurance,Shop,4203847,12166.04,Flood,Urban,No,4
