Policy_ID,Sub_Type,Asset_Type,Annual_Premium,Coverage_Amount,Risk_Factor,Claim_Status,No_Claim_Years
S04373,Gadget Insurance,Laptop,40957.85,1087925,Theft,No,3
S04374,Cyber Insurance,Mobile,5847.81,228240,Damage,No,4
S04375,Gadget Insurance,Cat,16824.0,437760,Damage,Yes,4
S04376,Pet Insurance,Agriculture,10966.0,186422,Hacking,No,0
S04377,Pet Insurance,Mobile,34344.86,1072830,Weather,No,2
S04378,Pet Insurance,Mobile,38122.86,1391775,Theft,Yes,5
S04379,Pet Insurance,Agriculture,12233.61,363944,Hacking,Yes,3
S04380,Cyber Insurance,Laptop,22189.45,466412,Theft,No,5
S04381,Pet Insurance,Laptop,11417.0,251174,Theft,No,0
S04382,Pet Insurance,Laptop,46406.53,1546240,Health,Yes,2
S04383,Crop Insurance,Laptop,46671.83,1685992,Health,Yes,3
S04384,Gadget Insurance,Laptop,20378.12,478262,Damage,No,1
S04385,Pet Insurance,Laptop,28791.83,899370,Hacking,Yes,2
S04386,Crop Insurance,Data,10954.04,237520,Hacking,No,4
S04387,Pet Insurance,Data,3481.0,97468,Damage,Yes,0
S04388,Crop Insurance,Mobile,36503.84,304072,Health,No,2
S04389,Cyber Insurance,Data,27186.04,1075666,Health,Yes,2
S04390,Pet Insurance,Dog,26245.99,398370,Damage,No,4
S04391,Cyber Insurance,Agriculture,26853.15,542089,Theft,No,3
S04392,Pet Insurance,Dog,11789.4,336840,Weather,No,1
S04393,Crop Insurance,Dog,25830.92,644115,Hacking,No,4
S04394,Cyber Insurance,Cat,3569.16,83766,Hacking,Yes,1
S04395,Cyber Insurance,Cat,31013.22,494265,Theft,No,3
S04396,Pet Insurance,Data,47438.96,1728825,Theft,No,2
S04397,Gadget Insurance,Cat,13847.4,183690,Damage,No,1
S04398,Gadget Insurance,Cat,43112.0,258672,Damage,No,0
S04399,Pet Insurance,Dog,17036.0,494044,Health,No,0
S04400,Cyber Insurance,Data,28314.86,153490,Damage,No,4
S04401,Cyber Insurance,Agriculture,16370.15,643541,Damage,No,3
S04402,Crop Insurance,Mobile,31725.78,859900,Theft,No,4
S04403,Gadget Insurance,Cat,37627.09,1590966,Health,No,4
S04404,Crop Insurance,Cat,18160.67,703185,Damage,No,5
S04405,Cyber Insurance,Data,2451.65,31896,Weather,No,4
S04406,Pet Insurance,Agriculture,26885.32,743575,Damage,No,5
S04407,Crop Insurance,Laptop,7494.0,194844,Hacking,No,0
S04408,Gadget Insurance,Laptop,40543.0,1135204,Hacking,No,0
S04409,Crop Insurance,Laptop,35316.55,459468,Theft,No,4
S04410,Crop Insurance,Agriculture,18087.0,705393,Theft,No,0
S04411,Cyber Insurance,Cat,24870.06,871992,Damage,No,3
S04412,Gadget Insurance,Mobile,24319.99,807150,Damage,No,5
S04413,Crop Insurance,Laptop,37134.87,1068132,Health,Yes,5
S04414,Cyber Insurance,Data,5620.91,195008,Theft,No,4
S04415,Gadget Insurance,Data,15548.0,373152,Hacking,Yes,0
S04416,Pet Insurance,Dog,20015.52,755688,Damage,No,1
S04417,Crop Insurance,Data,26191.11,1072075,Theft,No,5
S04418,Pet Insurance,Data,37897.34,1602393,Health,Yes,4
S04419,Gadget Insurance,Data,16206.93,474417,Damage,No,4
S04420,Pet Insurance,Mobile,10531.0,425182,Theft,No,3
S04421,Gadget Insurance,Data,16083.82,619639,Weather,No,2
S04422,Cyber Insurance,Data,47038.47,1322406,Damage,Yes,2
S04423,Crop Insurance,Dog,22515.76,298908,Damage,Yes,5
S04424,Crop Insurance,Dog,2164.74,36800,Theft,No,3
S04425,Cyber Insurance,Laptop,14306.12,440800,Health,No,3
S04426,Pet Insurance,Cat,24644.17,549864,Health,No,3
S04427,Crop Insurance,Agriculture,13933.94,277470,Hacking,No,5
S04428,Cyber Insurance,Agriculture,35497.34,184805,Damage,Yes,2
S04429,Pet Insurance,Laptop,33986.44,1083300,Damage,No,3
S04430,Cyber Insurance,Laptop,25126.0,628150,Hacking,No,0
S04431,Crop Insurance,Laptop,25496.1,414630,Hacking,No,4
S04432,Cyber Insurance,Mobile,17191.1,559140,Damage,No,4
S04433,Cyber Insurance,Laptop,28295.54,375349,Damage,No,1
S04434,Crop Insurance,Data,14895.02,273582,Damage,No,1
S04435,Crop Insurance,Mobile,34333.62,1101507,Theft,No,5
S04436,Gadget Insurance,Data,16649.32,681503,Theft,No,5
S04437,Cyber Insurance,Agriculture,17476.11,208417,Damage,No,4
S04438,Pet Insurance,Data,33539.0,536624,Hacking,No,0
S04439,Pet Insurance,Mobile,4737.65,83861,Weather,Yes,2
S04440,Crop Insurance,Data,12355.55,295895,Weather,No,2
S04441,Crop Insurance,Cat,4004.37,163910,Weather,No,5
S04442,Cyber Insurance,Cat,20728.0,269464,Theft,No,0
S04443,Gadget Insurance,Laptop,12287.9,299068,Weather,No,5
S04444,Gadget Insurance,Dog,20700.46,538850,Theft,Yes,2
S04445,Cyber Insurance,Data,26160.37,897171,Theft,No,5
S04446,Pet Insurance,Dog,35668.35,1212704,Theft,No,3
S04447,Pet Insurance,Mobile,25576.44,1046915,Hacking,Yes,5
S04448,Cyber Insurance,Mobile,24852.29,323328,Weather,No,4
S04449,Pet Insurance,Dog,34906.71,386170,Health,No,5
S04450,Crop Insurance,Data,28395.1,215495,Hacking,No,4
S04451,Crop Insurance,Mobile,30737.0,584003,Hacking,Yes,0
S04452,Crop Insurance,Agriculture,33426.72,417660,Theft,No,2
S04453,Pet Insurance,Mobile,47041.96,1248052,Hacking,Yes,1
S04454,Crop Insurance,Agriculture,41185.48,1428884,Health,No,1
S04455,Pet Insurance,Data,8913.47,194901,Health,No,2
S04456,Cyber Insurance,Laptop,4201.26,132897,Weather,No,1
S04457,Cyber Insurance,Data,5475.05,42399,Damage,No,5
S04458,Pet Insurance,Cat,3555.0,127980,Weather,Yes,0
S04459,Cyber Insurance,Mobile,40744.0,203720,Theft,Yes,0
S04460,Crop Insurance,Agriculture,30074.93,657615,Hacking,Yes,2
S04461,Crop Insurance,Laptop,13790.56,337728,Hacking,Yes,1
S04462,Pet Insurance,Data,7076.8,148751,Theft,No,5
S04463,Crop Insurance,Laptop,32349.0,873423,Damage,No,0
S04464,Cyber Insurance,Mobile,16999.0,611964,Damage,Yes,0
S04465,Gadget Insurance,Laptop,14265.65,469867,Health,Yes,3
S04466,Pet Insurance,Laptop,27280.45,173910,Theft,No,3
S04467,Gadget Insurance,Laptop,18870.0,339660,Damage,No,0
S04468,Gadget Insurance,Laptop,27711.38,663642,Weather,No,2
S04469,Gadget Insurance,Laptop,7398.32,208546,Health,No,4
S04470,Cyber Insurance,Agriculture,1277.48,40165,Weather,No,4
S04471,Pet Insurance,Data,43786.83,1356348,Health,Yes,5
S04472,Pet Insurance,Agriculture,47520.0,332640,Hacking,Yes,0
S04473,Cyber Insurance,Agriculture,39377.0,315016,Health,Yes,0
S04474,Crop Insurance,Agriculture,36467.0,838741,Hacking,No,0
S04475,Cyber Insurance,Mobile,7660.15,223328,Damage,No,2
S04476,Cyber Insurance,Agriculture,9522.98,101180,Weather,Yes,3
S04477,Crop Insurance,Data,3965.0,146705,Damage,No,0
S04478,Gadget Insurance,Cat,18785.0,507195,Theft,No,0
S04479,Pet Insurance,Data,18324.04,673128,Hacking,Yes,1
S04480,Gadget Insurance,Dog,23226.31,169288,Health,No,2
S04481,Cyber Insurance,Dog,36632.29,851046,Hacking,No,5
S04482,Crop Insurance,Mobile,40450.0,202250,Weather,No,0
S04483,Gadget Insurance,Mobile,5975.06,54873,Health,No,1
S04484,Cyber Insurance,Data,34419.09,634372,Damage,Yes,4
S04485,Pet Insurance,Mobile,32670.41,1337291,Hacking,No,5
S04486,Pet Insurance,Data,37849.0,719131,Health,No,0
S04487,Gadget Insurance,Agriculture,7448.0,134064,Weather,No,0
S04488,Pet Insurance,Cat,32779.04,1237576,Theft,No,1
S04489,Crop Insurance,Agriculture,36683.44,1031292,Hacking,No,2
S04490,Cyber Insurance,Cat,9650.0,135100,Health,No,0
S04491,Pet Insurance,Mobile,8509.77,212198,Theft,No,4
S04492,Pet Insurance,Laptop,41133.0,863793,Hacking,No,0
S04493,Pet Insurance,Agriculture,40440.31,1315320,Hacking,No,4
S04494,Pet Insurance,Laptop,2240.82,64454,Theft,Yes,5
S04495,Pet Insurance,Data,22910.78,253460,Theft,No,5
S04496,Cyber Insurance,Laptop,15242.6,340095,Weather,Yes,3
S04497,Pet Insurance,Data,17350.87,479310,Theft,No,3
S04498,Pet Insurance,Cat,32520.86,987224,Weather,No,4
S04499,Gadget Insurance,Dog,31558.74,328600,Hacking,No,2
S04500,Cyber Insurance,Laptop,43434.0,1259586,Damage,No,0
S04501,Pet Insurance,Cat,11639.0,314253,Weather,No,0
S04502,Pet Insurance,Mobile,46124.06,735090,Damage,No,3
S04503,Gadget Insurance,Agriculture,24217.7,525120,Damage,Yes,4
S04504,Crop Insurance,Dog,41304.0,784776,Weather,No,0
S04505,Gadget Insurance,Mobile,33644.0,740168,Hacking,No,0
S04506,Cyber Insurance,Laptop,29773.36,837027,Damage,No,2
S04507,Crop Insurance,Dog,28413.14,1043748,Damage,No,1
S04508,Crop Insurance,Laptop,12683.5,282996,Theft,No,3
S04509,Cyber Insurance,Data,20259.16,516600,Hacking,No,3
S04510,Crop Insurance,Agriculture,2606.8,39900,Health,No,1
S04511,Gadget Insurance,Dog,30746.0,676412,Health,Yes,0
S04512,Cyber Insurance,Mobile,25831.88,376558,Health,No,2
S04513,Crop Insurance,Dog,3109.78,93902,Health,No,2
S04514,Crop Insurance,Dog,19398.91,370998,Damage,No,3
S04515,Cyber Insurance,Cat,44563.52,1716837,Weather,No,2
S04516,Cyber Insurance,Cat,38374.15,1273590,Theft,No,5
S04517,Gadget Insurance,Mobile,11614.96,237040,Theft,No,1
S04518,Gadget Insurance,Dog,48547.0,1019487,Theft,Yes,0
S04519,Pet Insurance,Agriculture,25155.21,640067,Damage,No,5
S04520,Crop Insurance,Mobile,28860.02,824572,Weather,No,1
S04521,Crop Insurance,Dog,40280.74,567723,Health,Yes,4
S04522,Crop Insurance,Data,2544.98,24336,Theft,No,3
S04523,Cyber Insurance,Mobile,27684.49,835954,Health,Yes,2
S04524,Cyber Insurance,Laptop,16931.91,128499,Health,Yes,4
S04525,Gadget Insurance,Laptop,11467.18,71640,Theft,Yes,2
S04526,Pet Insurance,Mobile,26709.96,1122862,Damage,No,5
S04527,Pet Insurance,Cat,38359.0,920616,Hacking,Yes,0
S04528,Pet Insurance,Agriculture,24448.0,708992,Hacking,No,0
S04529,Cyber Insurance,Data,42358.0,635370,Weather,No,0
S04530,Cyber Insurance,Data,8778.06,319900,Damage,No,2
S04531,Crop Insurance,Cat,35496.42,538776,Theft,Yes,4
S04532,Pet Insurance,Dog,42153.0,1306743,Theft,Yes,0
S04533,Pet Insurance,Cat,2938.66,92394,Health,No,4
S04534,Gadget Insurance,Data,41766.84,434890,Weather,No,2
S04535,Pet Insurance,Agriculture,41806.34,1665000,Damage,No,5
S04536,Cyber Insurance,Agriculture,1759.88,41976,Hacking,No,4
S04537,Pet Insurance,Cat,24414.9,729270,Hacking,No,5
S04538,Cyber Insurance,Dog,45000.5,890264,Damage,No,2
S04539,Pet Insurance,Cat,2950.35,95232,Theft,No,2
S04540,Crop Insurance,Data,42146.58,223900,Health,No,3
S04541,Pet Insurance,Cat,42854.01,1115525,Damage,No,2
S04542,Crop Insurance,Agriculture,37209.74,1356040,Damage,Yes,2
S04543,Gadget Insurance,Cat,27749.68,1019376,Damage,No,1
S04544,Gadget Insurance,Cat,13075.0,156900,Hacking,No,0
S04545,Crop Insurance,Agriculture,46012.99,879984,Theft,Yes,3
S04546,Crop Insurance,Data,29530.84,627520,Weather,Yes,3
S04547,Crop Insurance,Agriculture,25863.96,549600,Damage,Yes,3
S04548,Crop Insurance,Cat,28193.62,431535,Theft,No,1
S04549,Cyber Insurance,Mobile,21278.3,470800,Theft,No,5
S04550,Cyber Insurance,Agriculture,40994.67,1323235,Hacking,No,2
S04551,Gadget Insurance,Mobile,18193.0,363860,Health,No,0
S04552,Gadget Insurance,Dog,10489.17,125092,Theft,No,4
S04553,Gadget Insurance,Dog,5869.16,129860,Weather,Yes,5
S04554,Crop Insurance,Cat,27510.66,171870,Damage,Yes,2
S04555,Cyber Insurance,Mobile,32311.58,1121014,Damage,No,1
S04556,Gadget Insurance,Data,34043.3,708940,Weather,No,2
S04557,Gadget Insurance,Laptop,2134.01,28886,Damage,Yes,2
S04558,Crop Insurance,Mobile,28102.48,372788,Weather,No,1
S04559,Crop Insurance,Laptop,2880.05,113220,Damage,Yes,3
S04560,Crop Insurance,Mobile,31652.29,941640,Weather,No,3
S04561,Crop Insurance,Data,32351.0,614669,Damage,No,0
S04562,Gadget Insurance,Data,46723.0,1588582,Health,Yes,0
S04563,Crop Insurance,Dog,14504.71,354453,Theft,Yes,3
S04564,Crop Insurance,Agriculture,16466.73,418991,Hacking,No,5
S04565,Pet Insurance,Dog,40290.89,786276,Weather,Yes,4
S04566,Pet Insurance,Data,40130.31,752130,Weather,No,2
S04567,Gadget Insurance,Agriculture,16197.71,333659,Health,No,4
S04568,Pet Insurance,Laptop,30786.58,929624,Health,No,2
S04569,Crop Insurance,Laptop,13481.63,300804,Damage,No,3
S04570,Cyber Insurance,Cat,25416.0,787896,Hacking,No,0
S04571,Crop Insurance,Agriculture,20497.31,498872,Hacking,No,5
S04572,Cyber Insurance,Cat,25189.0,176323,Damage,No,0
S04573,Gadget Insurance,Data,34271.51,445872,Damage,No,4
S04574,Crop Insurance,Data,30453.0,822231,Health,No,0
S04575,Cyber Insurance,Laptop,41703.28,1107725,Damage,No,3
S04576,Cyber Insurance,Cat,1561.07,27632,Theft,Yes,5
S04577,Pet Insurance,Agriculture,45935.78,1344654,Weather,Yes,4
S04578,Cyber Insurance,Data,1385.71,10731,Health,No,5
S04579,Gadget Insurance,Dog,21221.96,751298,Weather,No,2
S04580,Gadget Insurance,Mobile,33848.0,947744,Weather,No,0
S04581,Gadget Insurance,Cat,16275.09,270075,Health,Yes,5
S04582,Pet Insurance,Mobile,9624.58,58926,Theft,No,1
S04583,Gadget Insurance,Data,6794.0,224202,Hacking,No,0
S04584,Pet Insurance,Agriculture,28880.19,661562,Weather,Yes,2
S04585,Gadget Insurance,Mobile,6871.61,182448,Damage,Yes,5
S04586,Pet Insurance,Cat,45172.98,1273350,Health,No,4
S04587,Cyber Insurance,Cat,19356.86,725580,Theft,Yes,2
S04588,Pet Insurance,Agriculture,24157.0,616250,Damage,No,1
S04589,Pet Insurance,Laptop,4958.01,126155,Damage,No,5
S04590,Gadget Insurance,Cat,33928.09,1153536,Hacking,No,3
S04591,Crop Insurance,Data,8649.0,285417,Damage,Yes,0
S04592,Gadget Insurance,Cat,18385.56,259129,Hacking,No,4
S04593,Gadget Insurance,Cat,1692.26,61132,Health,No,3
S04594,Crop Insurance,Mobile,42541.22,988323,Hacking,Yes,5
S04595,Crop Insurance,Laptop,23743.29,551607,Health,Yes,5
S04596,Gadget Insurance,Cat,1846.85,69228,Weather,No,2
S04597,Cyber Insurance,Agriculture,4099.28,108840,Damage,No,5
S04598,Pet Insurance,Data,31707.33,790648,Damage,Yes,4
S04599,Crop Insurance,Laptop,30034.38,1212618,Hacking,No,3
S04600,Cyber Insurance,Cat,27014.32,644336,Weather,Yes,4
S04601,Crop Insurance,Cat,35050.68,608022,Health,No,1
S04602,Crop Insurance,Dog,16316.02,632662,Weather,No,1
S04603,Pet Insurance,Laptop,45765.0,1647540,Hacking,No,0
S04604,Crop Insurance,Mobile,46199.0,1201174,Hacking,No,0
S04605,Gadget Insurance,Dog,40360.32,1606176,Damage,No,1
S04606,Gadget Insurance,Data,27611.16,427644,Hacking,No,5
S04607,Gadget Insurance,Data,39943.15,1558980,Weather,No,4
S04608,Crop Insurance,Laptop,29351.0,209650,Theft,No,1
S04609,Gadget Insurance,Cat,34710.0,1353690,Weather,No,0
S04610,Gadget Insurance,Laptop,16324.84,483082,Weather,Yes,1
S04611,Cyber Insurance,Laptop,23670.97,837984,Weather,No,5
S04612,Crop Insurance,Cat,38996.16,278544,Weather,No,1
S04613,Crop Insurance,Cat,44573.44,966500,Health,No,4
S04614,Gadget Insurance,Cat,22454.02,453283,Weather,Yes,3
S04615,Gadget Insurance,Data,27716.92,1011879,Weather,No,5
S04616,Cyber Insurance,Agriculture,34127.0,1194445,Health,No,0
S04617,Cyber Insurance,Agriculture,14663.81,206674,Health,No,4
S04618,Pet Insurance,Mobile,3054.66,109095,Theft,Yes,1
S04619,Cyber Insurance,Cat,48829.48,797216,Theft,No,1
S04620,Crop Insurance,Cat,22919.91,170464,Hacking,Yes,3
S04621,Pet Insurance,Dog,1760.0,54560,Weather,Yes,0
S04622,Gadget Insurance,Laptop,42767.0,1283010,Theft,No,0
S04623,Gadget Insurance,Mobile,34368.87,501004,Damage,Yes,2
S04624,Cyber Insurance,Laptop,38274.0,1339590,Weather,No,0
S04625,Pet Insurance,Cat,18639.37,376276,Health,Yes,3
S04626,Pet Insurance,Mobile,38042.4,1029886,Damage,No,2
S04627,Crop Insurance,Agriculture,5467.56,222027,Weather,No,2
S04628,Gadget Insurance,Cat,47365.36,1111636,Weather,No,1
S04629,Cyber Insurance,Mobile,37534.98,1149030,Weather,Yes,1
S04630,Cyber Insurance,Cat,48749.0,1559968,Hacking,Yes,0
S04631,Cyber Insurance,Agriculture,34378.48,1038084,Damage,Yes,2
S04632,Cyber Insurance,Mobile,27270.46,445232,Health,No,1
S04633,Gadget Insurance,Data,27995.76,713880,Hacking,Yes,3
S04634,Pet Insurance,Laptop,21332.64,413592,Health,Yes,1
S04635,Gadget Insurance,Cat,41011.79,1315759,Health,No,5
S04636,Crop Insurance,Dog,24712.29,1038882,Hacking,Yes,5
S04637,Gadget Insurance,Mobile,25849.46,501163,Weather,Yes,1
S04638,Cyber Insurance,Mobile,40160.09,1045400,Damage,No,2
S04639,Pet Insurance,Dog,42449.68,928200,Hacking,No,2
S04640,Cyber Insurance,Agriculture,21318.7,808955,Damage,No,4
S04641,Crop Insurance,Data,11227.6,459577,Theft,No,5
S04642,Crop Insurance,Mobile,34882.46,296496,Damage,No,3
S04643,Pet Insurance,Mobile,10177.36,52985,Theft,No,2
S04644,Pet Insurance,Cat,29768.0,952576,Weather,No,0
S04645,Pet Insurance,Cat,22389.21,247690,Theft,No,5
S04646,Crop Insurance,Laptop,41905.63,1647388,Hacking,No,3
S04647,Gadget Insurance,Laptop,8438.73,242082,Health,No,3
S04648,Gadget Insurance,Data,28713.08,388661,Theft,Yes,2
S04649,Pet Insurance,Laptop,25406.54,215952,Weather,Yes,3
S04650,Crop Insurance,Cat,33733.09,526860,Weather,No,2
S04651,Pet Insurance,Data,7627.34,210141,Hacking,No,1
S04652,Crop Insurance,Agriculture,10334.53,331557,Weather,No,5
S04653,Crop Insurance,Mobile,38858.45,1348128,Health,No,4
S04654,Gadget Insurance,Agriculture,12836.04,484626,Weather,No,1
S04655,Pet Insurance,Cat,31282.89,242256,Damage,Yes,5
S04656,Crop Insurance,Data,46013.72,527021,Health,No,2
S04657,Crop Insurance,Data,32675.83,289192,Weather,No,5
S04658,Cyber Insurance,Cat,36846.71,1227712,Theft,No,2
S04659,Cyber Insurance,Laptop,25315.36,619968,Health,No,1
S04660,Cyber Insurance,Mobile,12715.0,101720,Health,No,0
S04661,Crop Insurance,Cat,42876.0,1629288,Damage,No,0
S04662,Crop Insurance,Laptop,31252.16,172870,Health,Yes,5
S04663,Cyber Insurance,Mobile,1436.0,31592,Weather,Yes,0
S04664,Gadget Insurance,Agriculture,34005.84,424896,Hacking,No,2
S04665,Gadget Insurance,Dog,4170.42,119637,Hacking,No,3
S04666,Crop Insurance,Laptop,2151.3,53760,Theft,No,2
S04667,Pet Insurance,Dog,41648.69,708016,Health,No,3
S04668,Pet Insurance,Mobile,39918.34,1181257,Hacking,Yes,1
S04669,Pet Insurance,Mobile,25949.91,422010,Weather,Yes,4
S04670,Pet Insurance,Mobile,3468.29,121605,Theft,Yes,3
S04671,Cyber Insurance,Cat,35463.0,1205742,Weather,No,0
S04672,Crop Insurance,Laptop,23383.82,340872,Weather,No,2
S04673,Gadget Insurance,Cat,48646.22,1240975,Damage,No,1
S04674,Gadget Insurance,Cat,11873.0,273079,Health,No,0
S04675,Cyber Insurance,Mobile,19700.94,341751,Hacking,No,1
S04676,Pet Insurance,Data,42023.09,1230120,Health,No,4
S04677,Gadget Insurance,Data,38378.54,919103,Weather,Yes,2
S04678,Cyber Insurance,Laptop,2108.85,37328,Theft,No,5
S04679,Cyber Insurance,Data,11658.3,279197,Theft,Yes,2
S04680,Gadget Insurance,Data,13316.23,346488,Health,No,4
S04681,Crop Insurance,Mobile,13937.32,551456,Weather,No,2
S04682,Cyber Insurance,Data,30369.03,167985,Health,No,5
S04683,Crop Insurance,Laptop,4936.55,110145,Hacking,No,3
S04684,Crop Insurance,Agriculture,5969.18,213185,Weather,No,1
S04685,Gadget Insurance,Dog,37212.61,288176,Hacking,Yes,5
S04686,Cyber Insurance,Cat,22549.0,676470,Theft,Yes,0
S04687,Pet Insurance,Cat,21923.77,617994,Weather,No,4
S04688,Gadget Insurance,Laptop,41362.56,395523,Hacking,Yes,3
S04689,Gadget Insurance,Cat,37485.0,1049580,Theft,No,0
S04690,Crop Insurance,Data,1635.0,35970,Weather,No,0
S04691,Pet Insurance,Laptop,45783.59,943103,Health,No,4
S04692,Cyber Insurance,Mobile,28029.64,208467,Weather,No,3
S04693,Gadget Insurance,Mobile,13435.0,107480,Damage,No,0
S04694,Gadget Insurance,Cat,43736.0,1312080,Theft,Yes,0
S04695,Pet Insurance,Dog,14611.06,124192,Health,Yes,3
S04696,Crop Insurance,Agriculture,19806.33,433083,Weather,Yes,2
S04697,Gadget Insurance,Dog,33969.0,985101,Hacking,Yes,0
S04698,Gadget Insurance,Mobile,46356.94,1608302,Damage,No,1
S04699,Crop Insurance,Mobile,34026.91,1265355,Hacking,Yes,3
S04700,Gadget Insurance,Agriculture,8483.0,84830,Weather,No,0
S04701,Cyber Insurance,Mobile,23590.49,639400,Health,No,4
S04702,Crop Insurance,Data,43030.25,1713744,Theft,Yes,5
S04703,Crop Insurance,Laptop,22942.78,725741,Theft,No,1
S04704,Pet Insurance,Cat,32285.34,821491,Health,Yes,5
S04705,Cyber Insurance,Dog,29619.68,1114112,Theft,No,5
S04706,Cyber Insurance,Agriculture,30494.0,701362,Health,No,0
S04707,Gadget Insurance,Dog,43213.1,749615,Weather,Yes,1
S04708,Gadget Insurance,Agriculture,24284.4,322140,Hacking,Yes,1
S04709,Crop Insurance,Data,13179.57,205845,Weather,Yes,2
S04710,Cyber Insurance,Laptop,8410.08,46520,Damage,No,5
S04711,Pet Insurance,Cat,31190.46,1018464,Damage,No,1
S04712,Crop Insurance,Data,42029.02,1312860,Theft,Yes,2
S04713,Crop Insurance,Mobile,45916.99,390288,Weather,No,3
S04714,Gadget Insurance,Cat,20032.02,688314,Damage,No,2
S04715,Cyber Insurance,Dog,20735.76,269772,Theft,Yes,4
S04716,Crop Insurance,Dog,4894.0,58728,Theft,No,0
S04717,Cyber Insurance,Mobile,40797.85,1517145,Theft,Yes,3
S04718,Crop Insurance,Laptop,9604.86,204100,Hacking,No,3
S04719,Crop Insurance,Cat,2728.37,103530,Theft,Yes,4
S04720,Crop Insurance,Dog,42029.02,1400384,Health,No,2
S04721,Cyber Insurance,Laptop,41116.0,904552,Hacking,Yes,0
S04722,Crop Insurance,Laptop,26897.92,700175,Weather,No,2
S04723,Cyber Insurance,Dog,45769.92,1681344,Hacking,No,1
S04724,Gadget Insurance,Agriculture,26045.09,488142,Theft,Yes,2
S04725,Cyber Insurance,Dog,23521.33,424847,Damage,No,3
S04726,Crop Insurance,Laptop,45295.0,1358850,Health,No,0
S04727,Gadget Insurance,Data,4423.6,119756,Hacking,No,2
S04728,Cyber Insurance,Data,17392.0,191312,Damage,No,0
S04729,Gadget Insurance,Data,7633.0,175559,Weather,Yes,0
S04730,Cyber Insurance,Laptop,26965.68,742932,Damage,No,1
S04731,Pet Insurance,Cat,8990.52,311916,Theft,No,1
S04732,Crop Insurance,Mobile,35405.76,940450,Weather,No,3
S04733,Pet Insurance,Agriculture,4942.97,192924,Theft,Yes,4
S04734,Pet Insurance,Dog,44043.0,1321290,Theft,No,0
S04735,Pet Insurance,Dog,30081.19,782712,Health,No,4
S04736,Crop Insurance,Dog,41667.51,1151046,Health,Yes,3
S04737,Pet Insurance,Mobile,45735.0,823230,Health,No,0
S04738,Crop Insurance,Data,36203.0,1375714,Theft,No,0
S04739,Cyber Insurance,Data,31375.99,416532,Health,Yes,5
S04740,Cyber Insurance,Agriculture,18626.3,161552,Hacking,No,4
S04741,Pet Insurance,Data,19820.74,639778,Hacking,No,2
S04742,Gadget Insurance,Agriculture,24965.5,356650,Weather,No,1
S04743,Gadget Insurance,Mobile,5705.74,89115,Damage,No,2
S04744,Pet Insurance,Agriculture,45365.76,1377152,Theft,No,4
S04745,Gadget Insurance,Mobile,43709.96,1293458,Hacking,No,1
S04746,Crop Insurance,Cat,20501.66,469634,Theft,No,2
S04747,Gadget Insurance,Mobile,17461.94,135226,Hacking,No,5
S04748,Gadget Insurance,Cat,41410.88,1183168,Theft,Yes,1
S04749,Cyber Insurance,Mobile,45370.0,635180,Theft,No,0
S04750,Gadget Insurance,Cat,35178.49,549435,Health,No,2
S04751,Cyber Insurance,Data,4737.32,125684,Damage,No,1
S04752,Pet Insurance,Data,10963.66,278967,Hacking,Yes,5
S04753,Crop Insurance,Dog,16366.0,567800,Hacking,No,1
S04754,Pet Insurance,Mobile,30572.08,592724,Health,Yes,1
S04755,Cyber Insurance,Data,40614.07,1527654,Health,No,5
S04756,Crop Insurance,Mobile,38948.06,1378836,Theft,No,2
S04757,Cyber Insurance,Data,1780.74,47300,Health,Yes,3
S04758,Crop Insurance,Data,28744.77,987690,Hacking,No,2
S04759,Cyber Insurance,Cat,8601.08,195825,Damage,No,4
S04760,Gadget Insurance,Data,18409.25,529516,Theft,No,5
S04761,Pet Insurance,Mobile,29324.85,335874,Damage,No,2
S04762,Gadget Insurance,Dog,5883.92,48032,Hacking,No,1
S04763,Crop Insurance,Laptop,40259.73,1113475,Hacking,No,5
S04764,Crop Insurance,Agriculture,6780.0,115260,Weather,No,0
S04765,Gadget Insurance,Mobile,10043.86,198702,Weather,No,2
S04766,Crop Insurance,Agriculture,15201.24,588595,Theft,Yes,5
S04767,Cyber Insurance,Laptop,9105.55,237025,Health,Yes,2
S04768,Gadget Insurance,Cat,31967.16,601205,Damage,No,5
S04769,Pet Insurance,Mobile,11451.3,292125,Hacking,Yes,1
S04770,Crop Insurance,Agriculture,41156.0,1440460,Health,No,0
S04771,Crop Insurance,Dog,41521.0,415210,Hacking,No,0
S04772,Cyber Insurance,Mobile,35644.92,1468510,Damage,Yes,4
S04773,Crop Insurance,Dog,43144.14,1384170,Hacking,No,5
S04774,Crop Insurance,Dog,10723.83,357312,Hacking,No,2
S04775,Gadget Insurance,Cat,38593.0,887639,Health,Yes,0
S04776,Crop Insurance,Mobile,39154.0,704772,Weather,No,0
S04777,Gadget Insurance,Laptop,45814.4,1265602,Hacking,No,3
S04778,Cyber Insurance,Agriculture,7221.77,145787,Hacking,No,3
S04779,Gadget Insurance,Cat,40981.0,409810,Health,No,0
S04780,Gadget Insurance,Mobile,25955.18,1119846,Weather,Yes,5
S04781,Crop Insurance,Dog,44227.55,911050,Theft,No,4
S04782,Gadget Insurance,Cat,42630.0,895230,Weather,Yes,0
S04783,Cyber Insurance,Mobile,5988.78,134442,Damage,No,1
S04784,Cyber Insurance,Cat,21573.47,584038,Theft,Yes,2
