Policy_ID,Sub_Type,Vehicle_Type,Vehicle_Age,Annual_Premium,Coverage_Amount,No_Claim_Bonus,Accident_History,Claim_Status,No_Claim_Years
M05547,Third Party,Car,1,21173.06,472416,10,No,No,3
M05548,Comprehensive,Bike,10,16214.0,129712,0,No,No,0
M05549,Comprehensive,Car,5,18761.41,312560,50,Yes,No,2
M05550,Comprehensive,Car,9,18754.26,95685,30,Yes,Yes,1
M05551,Third Party,Car,4,9907.88,219220,0,No,Yes,5
M05552,Third Party,Car,6,3668.73,53480,0,No,No,2
M05553,Comprehensive,Bike,14,6991.71,101920,40,Yes,No,2
M05554,Third Party,Car,10,21943.22,502656,30,Yes,No,2
M05555,Comprehensive,Bike,6,16433.0,164330,30,No,Yes,0
M05556,Comprehensive,Car,14,24870.0,223830,30,No,No,0
M05557,Third Party,Car,9,17767.4,181300,10,Yes,No,1
M05558,Third Party,Car,4,23085.95,200232,0,No,No,4
M05559,Third Party,Bike,5,3299.31,60809,20,No,Yes,4
M05560,Third Party,Bike,11,5901.31,95970,30,Yes,No,4
M05561,Comprehensive,Car,1,2314.94,46098,40,No,Yes,5
M05562,Third Party,Car,7,4458.14,78912,10,Yes,Yes,5
M05563,Comprehensive,Car,10,13663.16,69710,0,No,No,1
M05564,Comprehensive,Car,5,25825.02,257130,20,No,No,5
M05565,Third Party,Car,2,11721.45,63540,10,No,No,4
M05566,Third Party,Car,8,2200.77,33404,20,No,No,4
M05567,Comprehensive,Bike,2,15245.39,206362,20,No,No,2
M05568,Comprehensive,Car,2,20906.78,346935,50,No,No,5
M05569,Third Party,Bike,1,18838.0,244894,50,No,No,0
M05570,Third Party,Truck,4,2735.0,51965,30,No,Yes,0
M05571,Third Party,Car,10,6195.54,64510,0,No,No,2
M05572,Comprehensive,Car,13,17933.55,261422,50,No,No,2
M05573,Comprehensive,Truck,10,6715.12,104880,10,No,Yes,2
M05574,Third Party,Truck,9,25950.0,596850,20,No,No,0
M05575,Comprehensive,Truck,14,26399.1,457936,30,No,No,4
M05576,Third Party,Bike,5,3400.78,46033,50,Yes,No,2
M05577,Comprehensive,Car,12,2164.82,50807,50,No,No,1
M05578,Comprehensive,Bike,4,5105.49,69108,20,No,No,2
M05579,Third Party,Car,8,18062.42,287865,30,No,No,3
M05580,Comprehensive,Bike,0,23230.16,387008,20,Yes,No,2
M05581,Comprehensive,Car,10,23765.0,285180,30,No,No,0
M05582,Third Party,Truck,5,12381.0,273940,0,No,Yes,5
M05583,Third Party,Bike,12,19274.27,321104,50,No,No,2
M05584,Comprehensive,Bike,13,9934.09,186830,10,No,Yes,5
M05585,Comprehensive,Car,14,16899.1,197505,30,No,No,3
M05586,Third Party,Truck,3,29267.7,358380,40,No,No,1
M05587,Comprehensive,Bike,13,12034.8,213024,0,No,No,5
M05588,Comprehensive,Truck,12,10320.38,134268,0,No,No,4
M05589,Comprehensive,Car,12,11338.48,82642,40,Yes,No,2
M05590,Comprehensive,Bike,12,6988.35,178200,50,Yes,Yes,3
M05591,Comprehensive,Car,12,27603.28,439920,30,Yes,No,3
M05592,Comprehensive,Truck,2,20158.34,267612,50,No,No,5
M05593,Comprehensive,Bike,9,20290.9,186345,0,No,No,1
M05594,Third Party,Truck,0,17865.0,393030,10,Yes,No,0
M05595,Third Party,Car,9,12370.91,257620,20,No,No,2
M05596,Comprehensive,Truck,0,10979.0,268295,0,No,No,3
M05597,Third Party,Car,7,26042.52,239166,50,Yes,No,1
M05598,Third Party,Car,11,9443.21,81904,50,No,Yes,4
M05599,Comprehensive,Car,0,14520.71,138852,50,No,No,3
M05600,Comprehensive,Bike,6,3413.34,20898,30,Yes,No,1
M05601,Comprehensive,Truck,13,6825.0,136500,40,No,Yes,0
M05602,Comprehensive,Truck,3,26886.0,188202,20,No,No,0
M05603,Comprehensive,Bike,13,8929.09,56922,0,No,Yes,3
M05604,Comprehensive,Car,12,1956.74,24948,0,No,No,3
M05605,Comprehensive,Car,14,14886.67,164690,10,Yes,No,5
M05606,Comprehensive,Bike,1,13876.82,173388,10,Yes,No,2
M05607,Third Party,Car,9,3913.14,67881,10,No,No,1
M05608,Comprehensive,Truck,14,3831.59,81420,10,Yes,Yes,3
M05609,Comprehensive,Bike,6,6221.47,32390,40,Yes,No,2
M05610,Comprehensive,Bike,12,5070.09,56090,10,No,No,5
M05611,Comprehensive,Car,10,9325.48,233040,10,No,No,2
M05612,Comprehensive,Car,5,13349.87,212760,40,Yes,No,3
M05613,Comprehensive,Truck,0,23180.0,162260,0,Yes,Yes,0
M05614,Comprehensive,Car,13,14059.08,329958,20,No,No,1
M05615,Comprehensive,Truck,5,3286.92,23478,0,No,No,1
M05616,Comprehensive,Car,5,29247.0,350964,10,No,Yes,0
M05617,Third Party,Car,7,20013.51,148848,40,Yes,Yes,3
M05618,Comprehensive,Car,3,23562.14,504903,20,Yes,Yes,1
M05619,Comprehensive,Car,1,19087.37,263640,50,No,No,3
M05620,Comprehensive,Truck,2,8151.56,126252,30,No,No,5
M05621,Third Party,Bike,4,15936.26,321708,40,Yes,No,3
M05622,Comprehensive,Truck,6,5548.23,115540,0,No,No,2
M05623,Third Party,Car,6,22749.0,113745,0,No,No,0
M05624,Comprehensive,Truck,8,10647.71,67878,40,No,No,3
M05625,Comprehensive,Car,10,7295.54,161420,50,No,No,5
M05626,Comprehensive,Truck,2,23766.66,309204,0,No,No,4
M05627,Comprehensive,Truck,10,26433.0,317196,40,Yes,No,0
M05628,Third Party,Truck,0,18834.62,461256,20,No,No,1
M05629,Comprehensive,Car,2,9938.22,62088,20,Yes,No,2
M05630,Third Party,Bike,4,3867.08,19730,30,No,No,1
M05631,Third Party,Car,14,12395.47,95991,10,Yes,No,5
M05632,Comprehensive,Bike,4,11176.08,197824,40,Yes,No,5
M05633,Comprehensive,Bike,6,10555.58,96939,10,Yes,No,1
M05634,Third Party,Bike,12,22090.0,508070,20,No,No,0
M05635,Third Party,Car,1,23596.44,240780,10,No,No,1
M05636,Comprehensive,Truck,5,18620.54,474816,50,No,No,3
M05637,Comprehensive,Bike,12,6268.08,95940,30,No,Yes,1
M05638,Comprehensive,Car,6,3139.55,22883,10,No,No,2
M05639,Comprehensive,Car,11,3687.94,53760,20,No,No,2
M05640,Comprehensive,Car,7,11753.74,280346,50,No,No,4
M05641,Comprehensive,Bike,11,21750.18,543528,40,Yes,No,2
M05642,Comprehensive,Bike,0,26263.02,241191,50,No,No,1
M05643,Third Party,Truck,3,21953.78,182872,0,No,No,2
M05644,Comprehensive,Truck,1,19462.0,136234,40,No,No,0
M05645,Comprehensive,Truck,12,5855.56,54873,30,No,Yes,2
M05646,Third Party,Car,11,28230.11,479904,10,Yes,No,3
M05647,Comprehensive,Truck,11,2188.0,50324,50,No,No,0
M05648,Third Party,Car,2,14003.39,151820,0,No,Yes,4
M05649,Comprehensive,Bike,11,13983.29,252569,10,No,No,3
M05650,Third Party,Truck,0,24354.96,546744,30,No,No,1
M05651,Comprehensive,Truck,12,15764.28,112602,40,Yes,No,1
M05652,Comprehensive,Truck,4,15601.6,318400,30,No,No,1
M05653,Third Party,Bike,14,19214.43,469545,50,No,No,3
M05654,Comprehensive,Car,0,24593.35,418080,10,No,No,3
M05655,Third Party,Car,11,10823.71,207000,0,No,No,3
M05656,Comprehensive,Car,10,13394.0,321456,10,Yes,No,0
M05657,Third Party,Bike,1,23301.27,567116,50,No,No,5
M05658,Comprehensive,Truck,11,7940.0,190560,40,No,No,0
M05659,Comprehensive,Car,7,26906.88,439296,40,Yes,No,1
M05660,Comprehensive,Truck,1,10488.19,116030,10,Yes,No,5
M05661,Third Party,Car,3,15420.18,369288,40,No,No,2
M05662,Comprehensive,Car,14,15253.7,264605,40,No,Yes,1
M05663,Comprehensive,Truck,11,22705.01,467704,20,No,No,4
M05664,Comprehensive,Bike,11,16610.0,332200,30,No,Yes,0
M05665,Third Party,Truck,11,20031.39,297962,40,No,No,3
M05666,Third Party,Car,4,16320.0,179520,0,Yes,Yes,0
M05667,Comprehensive,Truck,12,17413.93,351538,10,No,No,3
M05668,Comprehensive,Bike,8,20919.44,509146,50,No,No,5
M05669,Third Party,Truck,7,6436.29,48846,30,No,No,4
M05670,Third Party,Truck,4,10860.61,144180,0,No,No,5
M05671,Comprehensive,Truck,3,16000.32,190817,0,No,No,4
M05672,Comprehensive,Truck,6,13845.0,276900,30,Yes,Yes,0
M05673,Third Party,Car,3,5464.56,58060,20,No,No,3
M05674,Third Party,Truck,1,15466.99,325109,20,Yes,No,5
M05675,Third Party,Car,8,26137.15,510066,40,No,No,4
M05676,Comprehensive,Truck,2,28395.5,637450,30,Yes,Yes,1
M05677,Comprehensive,Car,7,20852.44,212780,50,No,No,1
M05678,Comprehensive,Bike,3,16824.68,297808,20,No,No,5
M05679,Comprehensive,Car,12,7362.0,148618,0,Yes,Yes,3
M05680,Comprehensive,Bike,9,19555.42,194706,30,No,No,5
M05681,Comprehensive,Bike,1,15968.0,127744,50,Yes,No,0
M05682,Comprehensive,Car,12,25468.43,414180,10,No,No,4
M05683,Third Party,Truck,5,28226.0,225808,40,No,No,0
M05684,Comprehensive,Car,12,28599.34,233464,0,No,No,1
M05685,Comprehensive,Car,8,13125.3,284600,0,No,No,4
M05686,Third Party,Truck,10,6840.87,45408,20,No,No,5
M05687,Comprehensive,Car,3,9866.0,207186,10,No,No,0
M05688,Comprehensive,Car,9,21203.71,441560,0,No,Yes,2
M05689,Third Party,Bike,7,24047.46,383250,30,Yes,No,3
M05690,Comprehensive,Bike,4,3824.06,20315,50,No,Yes,3
M05691,Third Party,Car,10,16877.11,421752,30,No,Yes,2
M05692,Comprehensive,Car,6,28489.58,232568,40,No,No,1
M05693,Comprehensive,Truck,2,2495.93,29766,40,No,No,4
M05694,Third Party,Car,8,6056.57,77220,50,No,No,3
M05695,Comprehensive,Bike,1,15115.74,251824,20,Yes,Yes,2
M05696,Third Party,Car,7,6635.68,168843,10,Yes,No,5
M05697,Comprehensive,Car,10,17663.68,202312,40,No,Yes,2
M05698,Third Party,Bike,13,21515.9,417145,50,No,No,1
M05699,Third Party,Bike,8,29008.98,592020,40,No,Yes,1
M05700,Third Party,Car,4,10227.0,71589,0,No,No,0
M05701,Comprehensive,Truck,1,10077.34,107070,30,Yes,No,3
M05702,Comprehensive,Truck,1,5935.0,47480,10,Yes,No,0
M05703,Comprehensive,Bike,10,15053.31,360502,20,No,Yes,2
M05704,Third Party,Truck,3,3254.11,63504,40,No,No,4
M05705,Comprehensive,Bike,2,26223.85,398034,30,Yes,Yes,4
M05706,Third Party,Truck,11,25272.24,567336,30,No,No,1
M05707,Comprehensive,Truck,9,15064.12,391968,30,No,No,4
M05708,Third Party,Truck,7,23465.05,534240,30,No,No,4
M05709,Comprehensive,Car,13,10241.05,255369,50,No,Yes,4
M05710,Comprehensive,Bike,7,20725.43,474760,30,No,No,2
M05711,Comprehensive,Car,10,8054.12,87320,0,No,No,4
M05712,Comprehensive,Bike,3,20985.43,139296,30,Yes,Yes,5
M05713,Third Party,Car,7,10296.4,167445,50,No,No,4
M05714,Comprehensive,Truck,0,21135.14,183312,20,No,No,4
M05715,Comprehensive,Car,12,3690.0,25830,10,No,Yes,0
M05716,Comprehensive,Truck,14,27734.43,202146,20,No,Yes,2
M05717,Comprehensive,Car,11,11606.14,201331,50,No,Yes,1
M05718,Comprehensive,Truck,10,15587.0,358501,20,No,No,0
M05719,Comprehensive,Car,14,27541.16,438930,10,No,No,3
M05720,Comprehensive,Bike,7,14373.35,209524,40,No,No,2
M05721,Third Party,Bike,4,13452.15,208348,30,No,No,5
M05722,Comprehensive,Truck,2,23424.16,390240,40,Yes,No,2
M05723,Third Party,Bike,9,26596.2,169548,20,No,No,3
M05724,Comprehensive,Bike,0,11443.01,206686,0,Yes,No,3
M05725,Comprehensive,Car,7,26318.55,559260,50,No,Yes,3
M05726,Third Party,Car,3,13149.64,80508,0,No,No,1
M05727,Comprehensive,Truck,0,17905.93,349434,30,Yes,No,4
M05728,Comprehensive,Car,13,6211.87,148764,30,Yes,No,2
M05729,Comprehensive,Car,7,7537.59,179784,50,No,No,4
M05730,Comprehensive,Car,8,12303.47,80034,0,No,No,4
M05731,Comprehensive,Bike,4,25045.84,471036,10,No,No,5
M05732,Comprehensive,Bike,12,22706.26,265375,10,No,Yes,3
M05733,Comprehensive,Car,0,25495.68,312192,30,No,No,1
M05734,Third Party,Bike,9,4476.22,94088,50,No,No,5
M05735,Comprehensive,Car,13,27550.0,330600,40,No,Yes,0
M05736,Third Party,Car,12,2602.88,63744,50,Yes,Yes,1
M05737,Third Party,Car,3,10984.48,238180,40,No,No,4
M05738,Third Party,Car,7,11812.92,265188,50,Yes,No,1
M05739,Comprehensive,Car,13,21595.65,367120,50,Yes,No,3
M05740,Comprehensive,Truck,3,19712.0,335104,40,No,No,0
M05741,Third Party,Car,12,25433.83,432368,10,Yes,No,3
M05742,Comprehensive,Truck,3,24880.0,174160,50,Yes,No,0
M05743,Third Party,Truck,7,15348.58,203760,20,No,Yes,5
M05744,Third Party,Bike,13,12961.12,309144,10,Yes,Yes,4
M05745,Third Party,Car,7,3560.0,28480,10,No,No,0
M05746,Comprehensive,Truck,3,2156.0,12936,40,Yes,No,0
M05747,Third Party,Truck,11,13391.0,254429,20,No,No,0
M05748,Third Party,Car,2,20108.62,369342,20,Yes,Yes,1
M05749,Comprehensive,Car,3,12266.21,108560,50,No,No,5
M05750,Comprehensive,Car,11,2738.12,27940,30,No,No,1
M05751,Third Party,Car,2,7735.9,201288,20,No,No,4
M05752,Third Party,Bike,14,15902.0,127216,50,Yes,No,0
M05753,Comprehensive,Car,2,17418.55,192700,30,Yes,Yes,5
M05754,Comprehensive,Car,8,15141.58,83755,50,Yes,No,5
M05755,Comprehensive,Car,9,28494.11,534042,10,Yes,No,2
M05756,Comprehensive,Bike,1,18625.38,242316,20,No,Yes,4
M05757,Third Party,Truck,8,19770.56,328080,50,No,Yes,5
M05758,Comprehensive,Bike,5,18729.0,412038,0,No,Yes,0
M05759,Comprehensive,Car,0,5612.0,134688,0,No,No,0
M05760,Comprehensive,Bike,9,16123.24,356740,30,Yes,Yes,5
M05761,Third Party,Truck,10,22035.3,494670,40,No,No,1
M05762,Comprehensive,Car,14,15953.28,242144,30,No,No,4
M05763,Third Party,Car,6,7761.0,162981,20,No,Yes,0
M05764,Comprehensive,Car,0,19348.42,513720,40,No,Yes,5
M05765,Comprehensive,Car,3,19393.0,290895,30,No,Yes,0
M05766,Comprehensive,Bike,11,2210.09,39120,50,No,No,5
M05767,Third Party,Bike,5,24643.83,561078,50,No,No,4
M05768,Comprehensive,Car,12,23520.92,572462,20,No,No,5
M05769,Comprehensive,Car,5,14194.71,236480,0,No,Yes,2
M05770,Comprehensive,Truck,12,17617.42,175410,10,No,Yes,5
M05771,Comprehensive,Truck,0,24154.57,427552,20,Yes,No,5
M05772,Third Party,Car,10,11255.66,146436,40,No,No,4
M05773,Third Party,Car,14,14348.84,126992,10,No,No,5
M05774,Third Party,Bike,1,19120.69,186570,0,No,Yes,4
M05775,Third Party,Truck,10,28492.19,474672,20,No,Yes,2
M05776,Third Party,Truck,5,13144.67,256518,40,Yes,No,4
M05777,Comprehensive,Truck,7,29671.0,385723,20,Yes,No,0
M05778,Comprehensive,Car,7,15857.35,257880,0,No,No,4
M05779,Third Party,Bike,9,20968.41,327495,40,No,Yes,2
M05780,Comprehensive,Truck,3,5978.45,50816,20,No,No,3
M05781,Third Party,Truck,4,8099.13,89600,30,No,No,5
M05782,Third Party,Car,0,11524.07,262374,20,No,No,4
M05783,Comprehensive,Bike,13,21167.11,327838,50,Yes,Yes,5
M05784,Third Party,Bike,12,24010.98,465519,0,No,No,1
M05785,Comprehensive,Bike,2,2993.0,53874,20,No,No,0
M05786,Comprehensive,Car,11,28689.0,229512,0,Yes,No,0
M05787,Comprehensive,Car,12,25878.86,528140,30,No,No,1
M05788,Comprehensive,Car,6,4135.6,59080,30,No,No,1
M05789,Comprehensive,Car,3,15455.2,184316,30,Yes,Yes,4
M05790,Third Party,Bike,14,22996.68,117330,20,No,No,1
M05791,Comprehensive,Car,14,23865.81,304284,50,No,No,3
M05792,Comprehensive,Bike,12,10781.97,119280,20,No,No,5
M05793,Comprehensive,Car,2,16455.88,109230,30,Yes,Yes,5
M05794,Comprehensive,Bike,0,9220.8,144015,0,No,No,2
M05795,Comprehensive,Bike,7,6400.38,45717,30,Yes,No,1
M05796,Third Party,Car,9,17313.66,106002,40,Yes,No,1
M05797,Comprehensive,Car,12,2217.45,56544,10,Yes,No,3
M05798,Comprehensive,Bike,7,4653.0,41877,40,No,No,0
M05799,Comprehensive,Car,8,17549.0,175490,50,No,No,0
M05800,Comprehensive,Car,5,11145.34,246600,0,No,No,5
M05801,Third Party,Car,9,19677.45,522456,50,No,No,5
M05802,Third Party,Car,7,1992.32,19440,50,No,No,4
M05803,Comprehensive,Bike,0,21692.59,299624,40,No,No,3
M05804,Comprehensive,Truck,0,2064.86,40850,0,Yes,No,2
M05805,Third Party,Car,10,24496.92,204056,0,Yes,No,2
M05806,Third Party,Car,4,3061.7,42289,50,No,No,3
M05807,Comprehensive,Bike,10,24308.68,278421,0,No,No,2
M05808,Third Party,Car,4,21828.0,436560,30,No,No,0
M05809,Third Party,Truck,13,15861.01,214695,30,No,No,2
M05810,Third Party,Bike,11,3783.98,55160,20,No,No,2
M05811,Comprehensive,Bike,2,21185.29,112545,50,Yes,No,3
M05812,Comprehensive,Bike,12,2092.27,48906,20,No,No,3
M05813,Comprehensive,Car,13,9910.37,113509,30,Yes,Yes,2
M05814,Comprehensive,Truck,10,16741.34,392909,0,Yes,No,1
M05815,Third Party,Truck,0,14300.47,197522,10,No,Yes,3
M05816,Comprehensive,Car,9,14800.32,224644,20,No,Yes,4
M05817,Third Party,Truck,14,4295.47,46570,10,No,No,4
M05818,Comprehensive,Bike,13,4038.0,68646,40,No,No,0
M05819,Comprehensive,Car,1,3565.0,74240,0,No,Yes,2
M05820,Comprehensive,Bike,13,9512.86,232968,40,No,No,1
M05821,Third Party,Bike,14,25211.0,504220,50,No,Yes,0
M05822,Comprehensive,Bike,3,19680.52,348364,30,No,No,2
M05823,Comprehensive,Car,2,26807.97,341796,40,Yes,No,3
M05824,Third Party,Car,7,24936.22,432560,50,No,No,4
M05825,Comprehensive,Truck,0,17844.3,375079,50,No,No,5
M05826,Comprehensive,Car,11,11756.08,131956,50,No,No,1
M05827,Comprehensive,Truck,9,24219.65,455498,30,No,No,5
M05828,Comprehensive,Bike,0,13448.13,189540,10,No,Yes,4
M05829,Third Party,Truck,7,17824.41,433818,20,No,No,5
M05830,Comprehensive,Car,10,19840.33,295120,20,No,No,3
M05831,Comprehensive,Car,11,27503.94,229104,20,Yes,Yes,2
M05832,Third Party,Car,14,14564.01,201162,10,Yes,No,3
M05833,Third Party,Car,13,15626.98,190168,20,No,No,5
M05834,Third Party,Bike,0,4300.31,86811,30,No,No,3
M05835,Comprehensive,Car,14,9825.99,213060,30,No,No,4
M05836,Third Party,Bike,12,10238.06,229834,10,No,Yes,1
M05837,Comprehensive,Truck,4,10091.46,64332,10,No,Yes,3
M05838,Third Party,Bike,2,5008.46,48870,40,No,Yes,4
M05839,Third Party,Car,6,22051.96,225020,40,No,No,1
M05840,Comprehensive,Car,8,21661.82,135330,10,No,No,2
M05841,Comprehensive,Truck,3,27022.71,627795,10,No,No,5
M05842,Comprehensive,Bike,3,20198.17,294434,20,No,No,2
M05843,Comprehensive,Bike,10,23453.0,492513,20,No,No,0
M05844,Third Party,Bike,5,20585.41,312452,20,Yes,No,4
M05845,Comprehensive,Truck,0,19448.1,238140,20,No,No,1
M05846,Comprehensive,Car,7,26742.09,142065,0,No,No,3
M05847,Comprehensive,Car,2,26592.52,221512,50,No,Yes,2
M05848,Third Party,Car,9,16040.64,196416,10,No,No,1
M05849,Comprehensive,Truck,8,3191.39,72660,0,Yes,No,4
M05850,Comprehensive,Car,14,27915.0,167490,0,No,No,0
M05851,Third Party,Car,8,23534.6,245050,20,No,Yes,2
M05852,Comprehensive,Car,13,7800.84,172600,30,Yes,No,5
M05853,Third Party,Car,8,17704.68,252924,50,No,No,1
M05854,Third Party,Bike,14,21208.69,211167,0,Yes,No,5
M05855,Comprehensive,Bike,10,22826.16,302796,0,No,No,1
M05856,Third Party,Truck,13,25482.94,494057,40,Yes,No,1
M05857,Comprehensive,Bike,2,12018.46,221510,0,Yes,No,4
M05858,Comprehensive,Truck,3,16436.6,160380,20,No,No,4
M05859,Third Party,Car,11,7271.03,86713,50,Yes,No,4
M05860,Third Party,Car,5,17430.88,222240,40,Yes,No,3
M05861,Comprehensive,Car,0,5471.34,128409,30,No,No,1
M05862,Comprehensive,Bike,8,9504.12,217712,40,Yes,No,2
M05863,Third Party,Car,9,17291.1,325193,20,Yes,No,5
M05864,Third Party,Truck,9,11588.63,175896,50,Yes,No,4
M05865,Comprehensive,Bike,3,20473.81,421743,40,No,No,4
M05866,Comprehensive,Truck,7,26312.23,494853,30,Yes,No,5
M05867,Comprehensive,Car,10,18396.6,345984,0,Yes,No,5
M05868,Third Party,Car,11,6674.78,122598,10,No,No,1
M05869,Comprehensive,Car,4,3689.47,36000,50,Yes,No,4
M05870,Comprehensive,Car,10,10109.45,234864,20,No,No,5
M05871,Third Party,Car,8,24482.29,234108,30,Yes,No,3
M05872,Third Party,Car,0,12392.68,250173,0,No,No,3
M05873,Comprehensive,Car,5,18843.06,143003,20,Yes,No,4
M05874,Third Party,Truck,11,14145.46,140841,10,No,No,5
M05875,Comprehensive,Car,2,14521.64,237088,30,Yes,No,1
M05876,Third Party,Bike,12,23345.56,428796,10,No,Yes,1
M05877,Comprehensive,Car,13,4784.36,48820,40,No,Yes,1
M05878,Comprehensive,Bike,10,10858.0,130296,0,No,No,0
M05879,Third Party,Bike,4,19828.15,128982,40,No,No,4
M05880,Third Party,Car,2,10464.44,181526,0,No,No,1
M05881,Comprehensive,Bike,2,27783.99,472320,10,No,No,3
M05882,Third Party,Bike,12,8943.39,138516,30,Yes,No,5
M05883,Third Party,Car,4,23398.23,535986,50,Yes,No,2
M05884,Third Party,Car,10,6366.49,139209,50,Yes,No,2
M05885,Third Party,Car,5,22231.3,204165,10,No,Yes,1
M05886,Third Party,Car,5,13983.42,203840,50,Yes,No,2
M05887,Comprehensive,Truck,4,24602.57,563574,10,No,No,2
M05888,Comprehensive,Bike,6,17763.0,177630,50,No,No,0
M05889,Third Party,Car,6,18356.07,468072,10,No,No,3
M05890,Third Party,Car,12,27651.28,146895,40,No,No,3
M05891,Comprehensive,Truck,5,28899.0,288990,40,Yes,No,0
M05892,Third Party,Truck,8,29570.0,325270,20,No,No,0
M05893,Third Party,Bike,1,15097.49,94320,40,Yes,No,2
M05894,Comprehensive,Car,0,6672.41,36170,30,No,No,4
M05895,Comprehensive,Car,11,2182.06,12070,50,Yes,No,5
M05896,Comprehensive,Car,14,25803.32,171276,20,No,No,5
M05897,Third Party,Truck,14,2877.36,65912,10,No,No,2
M05898,Comprehensive,Bike,8,15071.98,300132,10,No,No,5
M05899,Comprehensive,Car,0,17408.0,417792,50,No,No,0
M05900,Third Party,Bike,5,2681.46,45584,10,No,No,3
M05901,Third Party,Bike,12,22558.25,199648,20,No,No,5
M05902,Comprehensive,Bike,10,10464.52,174336,20,No,Yes,2
M05903,Comprehensive,Car,1,7659.35,58128,30,No,No,4
M05904,Comprehensive,Truck,1,27987.02,524538,50,No,No,2
M05905,Third Party,Car,10,7099.12,72440,40,No,Yes,1
M05906,Comprehensive,Truck,4,12625.42,131460,10,No,No,2
M05907,Comprehensive,Car,7,17558.0,333602,20,No,No,0
M05908,Comprehensive,Truck,7,19873.27,358955,40,No,Yes,3
M05909,Third Party,Car,7,2623.1,39018,20,Yes,No,3
M05910,Comprehensive,Bike,6,11511.43,267435,0,Yes,Yes,5
M05911,Comprehensive,Car,13,6996.0,34980,50,No,No,0
M05912,Comprehensive,Bike,8,8003.66,147006,40,No,No,1
M05913,Comprehensive,Car,8,15208.0,334576,10,No,No,0
M05914,Third Party,Car,3,24268.35,379035,30,Yes,No,2
M05915,Comprehensive,Car,6,13235.0,277935,10,No,No,0
M05916,Third Party,Bike,4,16115.0,161150,30,No,No,0
M05917,Comprehensive,Truck,12,9659.86,157712,50,No,No,1
M05918,Third Party,Truck,13,18997.67,178029,40,No,No,2
M05919,Comprehensive,Car,12,3334.36,68685,30,Yes,No,4
M05920,Comprehensive,Car,1,2663.8,46208,40,Yes,No,4
M05921,Comprehensive,Car,6,24214.05,385905,20,No,Yes,3
M05922,Third Party,Car,13,19518.36,388674,50,No,No,5
M05923,Third Party,Car,1,18478.0,258692,50,Yes,No,0
M05924,Comprehensive,Car,10,27591.04,498355,30,No,No,3
M05925,Comprehensive,Car,12,14179.62,188097,0,No,No,1
M05926,Third Party,Bike,1,11171.72,109008,0,Yes,No,4
M05927,Comprehensive,Car,9,15876.0,317520,20,No,Yes,0
M05928,Comprehensive,Bike,4,11583.6,70920,50,No,No,1
M05929,Comprehensive,Car,4,1958.8,30338,40,No,No,5
M05930,Third Party,Bike,11,18196.64,111408,20,Yes,Yes,1
M05931,Comprehensive,Truck,6,26917.0,376838,10,No,No,0
M05932,Comprehensive,Car,3,3045.31,77487,10,No,No,5
M05933,Comprehensive,Truck,4,3224.2,32900,50,No,Yes,1
M05934,Third Party,Truck,1,7553.16,83560,30,No,No,5
M05935,Third Party,Car,0,16345.0,359590,20,Yes,No,0
M05936,Comprehensive,Car,11,11028.0,176448,40,Yes,No,0
M05937,Third Party,Car,3,4836.88,74914,50,No,No,5
M05938,Comprehensive,Car,13,25040.51,182511,10,No,No,2
M05939,Comprehensive,Bike,9,22744.85,338324,0,Yes,No,3
M05940,Third Party,Car,12,19648.02,400980,20,Yes,No,1
M05941,Comprehensive,Bike,1,26602.1,271450,40,No,No,1
M05942,Third Party,Car,3,5709.58,112955,0,Yes,No,2
M05943,Comprehensive,Car,9,26626.13,609928,10,Yes,No,2
M05944,Comprehensive,Bike,0,6572.02,75273,20,Yes,No,2
M05945,Third Party,Car,6,23230.76,176302,20,Yes,No,4
M05946,Third Party,Car,2,9699.62,220836,10,Yes,No,4
M05947,Comprehensive,Bike,6,18553.88,266838,20,Yes,Yes,5
M05948,Third Party,Truck,3,25278.42,602932,0,No,No,4
M05949,Comprehensive,Truck,1,10372.0,145208,40,No,No,0
M05950,Comprehensive,Truck,13,4017.93,75565,10,Yes,No,5
M05951,Comprehensive,Bike,0,10313.52,94716,50,No,No,1
M05952,Third Party,Truck,3,13907.99,73885,0,Yes,Yes,3
M05953,Comprehensive,Truck,0,2221.0,15547,0,No,No,0
M05954,Comprehensive,Car,0,6328.84,32290,50,No,No,1
M05955,Comprehensive,Truck,7,14529.48,207564,40,No,No,1
M05956,Third Party,Car,8,10408.65,218785,20,Yes,No,5
M05957,Comprehensive,Car,10,7607.33,79210,50,No,No,2
M05958,Third Party,Bike,2,26131.52,380926,0,No,No,2
M05959,Comprehensive,Car,6,8079.0,64632,0,Yes,No,0
M05960,Comprehensive,Bike,12,21040.44,350528,50,Yes,Yes,2
M05961,Comprehensive,Car,11,12684.14,142373,40,No,No,1
M05962,Third Party,Bike,7,16674.46,277792,0,No,Yes,2
M05963,Third Party,Truck,14,17465.04,113610,20,No,No,4
M05964,Comprehensive,Truck,2,24771.6,593239,40,Yes,Yes,2
M05965,Third Party,Car,4,5986.82,109962,20,No,No,1
M05966,Comprehensive,Truck,11,5558.21,147576,40,No,No,5
M05967,Comprehensive,Car,7,14499.0,144990,10,No,No,0
M05968,Comprehensive,Truck,8,25180.65,508326,40,No,No,3
M05969,Comprehensive,Bike,4,11438.36,83370,10,Yes,No,2
